"datas";"ABEV3.SA";"ALLL3.SA";"BBAS3.SA";"BBDC3.SA";"BRAP4.SA";"BRFS3.SA";"BRKM5.SA";"BRML3.SA";"CCRO3.SA";"CESP6.SA";"CMIG4.SA";"CPFE3.SA";"CPLE6.SA";"CRUZ3.SA";"CSAN3.SA";"CSNA3.SA";"CYRE3.SA";"ELET3.SA";"ELPL4.SA";"EMBR3.SA";"ENBR3.SA";"EVEN3.SA";"GFSA3.SA";"GGBR4.SA";"GOAU4.SA";"GOLL4.SA";"HGTX3.SA";"ITSA4.SA";"ITUB4.SA";"JBSS3.SA";"LAME4.SA";"LIGT3.SA";"LREN3.SA";"NATU3.SA";"OIBR4.SA";"PDGR3.SA";"PETR3.SA";"PETR4.SA";"POMO4.SA";"RENT3.SA";"RSID3.SA";"SBSP3.SA";"SUZB5.SA";"TBLE3.SA";"TIMP3.SA";"USIM5.SA";"VALE3.SA";"VALE5.SA";"VIVT4.SA"
"2008-03-03";0.56;6.78;21.64;22.75;38.3;20.29;12.05;9.14;3.37;41.6;14.05;10.41;26.81;2.08;27.37;21;25.17;19.25;18.47618;17.05;4.65;10.55;14.46;24.86;68.88;28.47;8.09;6.96;16.57;6.48;9.28;14.64;30.52;13.57;14.37;12.26;45.08;34.84;2.71;17.06;18.07;7.88;25.46;16.52;6.55;31.62;50.82;44.03;32.09
"2008-03-04";0.56;6.49;21.17;22.41;37.92;20.24;11.91;8.94;3.23;41.25;14.2;10.42;26.67;2.05;27.84;20.91;24.66;19.68;18.29539;16.95;4.48;10.69;14.5;23.13;66.07;27.84;8.22;6.87;16.22;6.24;9.31;14.41;30.85;13.72;14.06;11.71;43.29;33.87;2.63;16.93;17.67;7.97;24.93;16.65;6.38;31.98;49.74;43.2;31.39
"2008-03-05";0.56;6.77;21.59;22.69;38.14;20.45;12.08;9.03;3.23;41.42;14.2;10.54;27.18;2.36;29.11;20.88;24.68;19.69;18.0787;16.95;4.57;10.7;13.9;23.83;67.7;27.67;8.4;7.18;16.86;6.76;9.51;14.5;31.34;14.29;14.72;12.01;44.53;34.71;2.72;17.56;17.86;7.8;26.23;16.6;6.05;31.78;51.23;43.98;32.2
"2008-03-06";0.52;5.97;21.17;21.69;37.65;20.35;11.51;8.8;3.13;41.14;14.05;10.42;26.53;2.3;27.31;20.81;23.38;18.85;17.56583;16.74;4.62;10.54;13.48;23.49;66.16;26.62;8.48;6.97;16.37;6.71;9.45;13.86;29.55;13.96;14.04;11.48;43.79;34.03;2.7;17.15;17.73;7.69;25.94;16.53;5.73;31.38;49.89;43.04;31.15
"2008-03-07";0.51;5.88;20.86;21.32;37.08;20.38;11.4;8.94;3.19;40.94;13.15;10.51;25.88;2.27;26.46;20.57;22.95;18.54;17.43761;16.42;4.48;10.78;13.2;23.31;65.07;25.92;8.28;6.72;15.91;6.23;9.22;13.77;29.43;13.92;13.49;10.99;43.19;33.66;2.59;17.19;17.14;7.63;25.83;16.6;5.6;30.8;48.83;42.53;31.25
"2008-03-10";0.51;5.82;20.63;20.9;36.15;19.62;11.22;8.6;3.03;40.04;12.86;10.52;25.04;2.15;25.63;19.65;21.56;18.06;17.24529;16.49;4.33;10.27;12.4;22.67;63.63;24.95;8.22;6.59;15.74;5.99;8.72;13.39;27.56;13.22;12.9;10.2;42.5;33.03;2.42;16.88;16.04;7.47;24.97;15.8;5.16;29.25;47.51;40.85;31.15
"2008-03-11";0.52;5.81;20.7;21.81;37.63;20.81;11.79;8.3;3.18;38.66;13.12;10.82;25.83;2.1;26.98;20.11;23.17;19.59;17.29529;16.49;4.31;10.62;13.33;23.95;67.33;25.35;8.4;6.88;16.4;6.62;8.98;14.45;29.69;13.84;13.28;10.27;44.17;34.33;2.54;17.06;15.88;7.92;25.22;16.04;5.38;30.83;49.46;43.01;31.39
"2008-03-12";0.51;5.81;20.06;21.76;38.18;21.1;11.54;8.23;3.24;37.79;12.98;10.87;26.16;2.06;26.44;20.39;22.9;19.58;16.85935;16.49;4.38;10.1;13.06;24.37;68.16;25.14;8.39;6.72;15.83;6.45;8.63;14.31;31.47;13.63;13.85;10.6;44.03;34.32;2.54;16.74;15.61;7.9;25.08;16.24;5.23;31.47;49.95;42.84;30.84
"2008-03-13";0.52;5.81;20.08;21.41;38.46;20.59;11.66;7.94;3.27;37.54;12.98;10.86;26.39;2.12;25.99;21.09;23.07;20.04;16.37982;16.21;4.3;9.7;12.86;24.94;69.65;24.96;8.23;6.81;16.14;6.62;8.36;14.32;31.82;14.19;14.34;9.97;43.4;33.71;2.47;16.11;16.21;7.83;25.17;16.14;5.21;31.81;50.21;43.06;31.35
"2008-03-14";0.53;5.82;20.63;21.22;38.56;20.35;11.77;7.76;3.26;37.97;13.04;10.9;26.67;2.2;24.26;21.65;22.28;19.84;16.28365;16.72;4.25;8.96;12.7;25.03;69.7;24.39;8.14;6.67;15.98;6.62;8.13;13.67;30.75;14.38;14.03;10.06;43.15;33.05;2.46;16.2;15.91;7.78;25.46;16.04;5.11;32.24;51.34;43.11;30.45
"2008-03-18";0.51;6.78;20.04;21.18;38.23;21.04;12.7;7.6;3.27;38.83;12.98;10.85;26.93;2.51;24.71;21.66;22.72;19.78;16.40802;16.13;4.23;8.71;13.25;25.27;70.33;26.63;7.96;6.69;15.68;6.77;8.42;13.28;30.82;14.15;14.13;10.06;41.32;32.28;2.48;15.75;16.47;7.98;25.17;15.96;5.16;32.17;49.76;42.3;30.37
"2008-03-19";0.5;6.3;19.65;19.87;35.23;20.42;12.15;7.48;3.14;36.24;12.75;10.4;26.58;2.43;22.88;20.36;22.19;19.47;15.62974;15.83;4.1;8.15;12.28;23.6;65.85;26.24;7.87;6.41;15.06;6.57;8.04;12.68;30.16;14.07;12.89;9.39;38.47;29.89;2.34;14.59;15.7;7.64;24.64;16.28;4.94;31.31;46.34;39.25;29.48
"2008-03-20";0.5;5.81;19.38;19.95;34.65;20.94;12.64;7.46;3.17;37.45;12.56;10.65;27.6;2.44;22.42;19.71;21.83;19.61;16.73113;15.92;4.08;7.95;12.49;23.48;65.43;26.86;7.7;6.5;15.24;6.22;7.98;12.33;29.64;14.3;13.27;9.23;38.22;29.89;2.32;14.84;15.46;7.39;24.5;15.89;4.93;30.73;45.96;39.2;30.5
"2008-03-24";0.52;6.3;19.85;20.2;35.93;21.19;13.01;7.7;3.17;33.47;12.81;10.76;27.15;2.51;22.88;19.86;21.7;19.5;17.16835;16.58;4.13;8.02;13.22;23.73;66.16;28.03;8.14;6.4;14.95;6.61;7.9;12.7;28.86;13.92;13.79;9.41;38.88;30.15;2.39;14.48;16.1;7.69;24.98;16.56;5.11;30.24;48.34;41.06;31.17
"2008-03-25";0.52;6.3;20.24;20.77;37.06;21.74;12.97;7.71;3.3;26.41;12.64;10.85;26.67;2.62;23.48;20.12;21.52;19.32;17.244;16.58;4.29;8.35;13.92;24.28;67.43;28.12;8;6.63;15.68;6.62;8.04;12.86;28.6;14.4;14.29;9.48;41.12;31.74;2.44;14.56;16.5;7.67;25.55;17.31;5.27;31.43;49.7;42.2;31.02
"2008-03-26";0.52;6.3;19.85;20.34;40.03;21.37;12.77;7.57;3.24;26.33;12.14;10.56;26.57;2.57;23.34;20.28;21.56;18.75;17.46197;16.28;4.49;8.27;13.47;24.15;67.25;26.59;8.09;6.67;15.52;6.72;8.13;12.7;28.11;14.39;14.07;9.51;41.55;32.26;2.43;14.71;16.37;7.65;25.17;17.15;5.2;31.15;51.87;44.12;30.54
"2008-03-27";0.5;6.34;19.19;19.97;40.02;20.36;12.23;7.31;3.21;26.88;12.81;10.52;26.86;2.53;23.52;20.12;21.65;18.85;17.56455;16.11;4.45;8.11;13.41;23.58;65.38;27.55;7.96;6.44;15.1;6.72;7.92;12.39;27.29;14.26;13.62;9.6;40.56;31.48;2.42;14.57;15.65;7.61;25.27;16.92;5.2;31.25;52.08;44.34;29.28
"2008-03-28";0.5;5.81;18.23;19.65;40.54;19.43;12.55;7.39;3.1;25.02;12.86;10.31;26.39;2.49;23.43;20.31;20.5;19.03;17.30939;16.16;4.52;8.04;12.69;23.61;65.61;26.98;7.79;6.4;14.97;6.48;7.75;12.08;27.99;13.8;14.78;9.51;40.47;31.27;2.26;14.37;14.28;7.62;24.67;16.76;5.2;31.22;52.13;44.52;29.81
"2008-03-31";0.5;5.81;17.99;19.83;41.75;19.57;12.76;7.09;3.07;24.85;13.19;10.41;26.75;2.51;23.8;20.22;20.5;19.32;17.69405;16.27;4.64;8.03;12.16;23.88;66.34;25.05;7.86;6.56;15.3;6.96;7.71;12.3;28.86;13.84;14.64;9.55;41.17;31.86;2.32;15.16;13.66;7.59;25.45;17.86;5.12;30.79;52.74;45.05;30.37
"2008-04-01";0.51;5.91;19.19;20.34;42.31;19.96;12.87;7.3;3.29;24.38;13.69;11.05;27.79;2.54;23.57;21.01;21.49;19.79;18.58;16.25;4.86;7.95;12.58;25.2;69.88;26.39;7.94;6.78;15.77;7.21;8.19;12.9;29.99;14.84;15.1;9.97;41.92;32.63;2.34;16.04;13.74;7.6;26.61;18.07;5.32;31.99;53.83;46.03;31.79
"2008-04-02";0.51;5.89;19.65;20.44;41.24;20.35;12.87;7.35;3.23;23.31;14.24;11.29;28.63;2.52;23.52;20.77;21.92;20.58;18.69;16.12;4.96;8.34;12.68;25.51;70.8;26.09;7.87;6.82;15.8;7.16;8.17;12.75;31.33;15.23;15.47;10.2;42.93;33.49;2.38;15.89;14.79;7.76;26.9;18.45;5.33;32.05;53.26;45.5;30.72
"2008-04-03";0.52;5.81;19.38;20.26;41.58;20.45;12.76;7.23;3.22;23.51;14.32;11.49;29.42;2.52;23.52;21.33;22.87;20.61;19.13;16.13;5.03;7.84;13.43;26.4;73.41;26.34;8.05;6.91;15.87;7.2;8.1;13.03;30.88;15.65;15.7;10.2;43.55;33.89;2.46;16.78;15.33;7.79;27.48;18.47;5.38;32.8;53.93;45.85;31.67
"2008-04-04";0.51;5.81;19.19;20.67;41.79;20.79;12.97;7.35;3.21;23.99;14.07;11.79;29.14;2.54;24.71;21.65;22.59;20.55;18.72;16.48;5.03;7.71;13.83;27.28;76;26.04;7.87;6.83;15.77;7.3;8.17;12.9;30.71;15.35;15.59;10.2;43.56;34.02;2.6;15.88;15.33;7.95;27.1;18.27;5.33;33.76;54.49;45.9;31.39
"2008-04-07";0.5;6.88;19.42;20.91;41.44;20.5;12.58;7.52;3.13;24.16;13.44;11.7;28.91;2.55;23.61;21.62;22.95;19.61;17.95;16.49;4.84;7.79;13.66;27.99;77.5;26.09;7.87;6.85;15.96;7.34;7.82;13.08;30.26;15.15;15.58;10.2;43.41;33.98;2.52;16.15;15.48;7.91;28.34;18.19;5.3;33.49;54.4;46.12;30.49
"2008-04-08";0.5;6.97;19.54;21.18;42.1;20.69;12.78;7.64;3.27;23.99;13.95;11.27;28.63;2.55;23.07;22.27;22.9;19.47;18.11;17.23;4.95;7.6;13.46;27.81;76.23;26.11;7.87;6.98;16.17;7.35;7.66;13.22;31.29;14.74;15.25;9.83;44.39;34.63;2.55;16.29;15.19;7.94;29.16;18.54;5.24;34.04;54.66;46.12;30.4
"2008-04-09";0.5;6.43;18.95;20.71;41.26;20.06;12.26;7.6;3.2;23.73;13.67;11.17;27.81;2.54;21.69;22.23;22.5;18.75;17.81;16.81;4.91;7.56;13.12;26.69;73.78;25.93;7.96;6.85;15.79;7.21;7.65;13.13;30.3;15.31;14.8;9.2;44.35;34.65;2.46;16.63;14.47;7.81;28.49;17.95;5.02;33.45;53.7;45.42;30.06
"2008-04-10";0.51;7.07;18.34;21.11;40.9;19.67;11.97;7.35;3.18;23.76;13.57;11.35;27.36;2.58;21.88;22.22;22.15;18.38;18.17;17.06;5.09;7.87;12.7;27.37;74.64;25.83;8.49;6.76;15.72;7.5;7.5;13.34;29.73;15.5;15.2;9.25;44.55;34.77;2.46;16.54;13.57;7.75;28.39;17.55;5.01;33.54;53.36;45.19;30.16
"2008-04-11";0.49;6.33;18.21;20.7;40.55;19.28;11.72;7.26;3.2;23.3;13.55;11.2;26.9;2.52;21.97;22.14;22.37;18.49;18.16;16.77;5;8.06;12.65;26.67;73.65;24.96;8.48;6.63;15.5;7.49;7.45;12.92;29.18;15.23;15.44;9.35;43.67;34;2.5;16.38;13.41;7.61;28.34;17.35;4.8;32.85;52.4;44.4;29.77
"2008-04-14";0.49;6.1;17.61;20.28;39.24;19.52;11.61;7.13;3.14;21.91;13.33;11.2;26.58;2.59;21.97;21.48;21.33;18.44;17.9;16.22;4.88;7.95;12.65;25.99;72.83;25.39;8.52;6.52;15.22;7.55;7.13;12.57;27.41;15.18;14.88;9.14;47.02;35.92;2.5;15.65;13.24;7.74;28.05;16.84;4.66;32.32;51.71;43.56;29.76
"2008-04-15";0.68;5.96;17.72;20.42;40.21;19.96;11.49;7.1;3.17;21.49;13.36;11.3;26.39;2.57;22.61;21.8;21.5;17.95;17.64;16.11;4.87;7.78;12.64;26.4;73.83;24.29;8.59;6.54;15.29;7.5;7.15;12.19;28.83;14.5;14.78;9.39;47.34;36.34;2.52;16.06;12.6;7.8;27.77;17.66;4.83;33.08;52.97;44.7;28.91
"2008-04-16";0.7;6.78;18.95;21.15;41.04;20.45;11.57;7.17;3.2;22.26;13.68;11.42;26.95;2.6;24.26;23.08;21.83;17.81;18.42;16.12;4.81;7.56;13.06;27.62;76.5;24.68;8.62;6.87;16.06;7.46;7.23;12.37;29.99;14.53;15.17;9.68;46.67;36.1;2.46;16.06;13.09;7.76;28.06;18.49;5.02;35.2;54.58;45.84;29.36
"2008-04-17";0.68;6.78;19.73;21.46;40.69;20.55;11.73;7.17;3.28;22.95;13.91;11.35;26.95;2.54;24.66;23;21.48;18.21;18.54;16.11;4.81;7.58;12.74;27.35;75.32;24.19;8.66;7.03;16.63;7.45;7.37;12.65;29.59;14.14;15.59;10.29;47.56;36.84;2.48;16.43;12.78;7.9;27.91;18.5;4.93;34.09;54.61;45.94;29.48
"2008-04-18";0.68;6.88;19.77;21.6;41.44;20.55;11.52;7.16;3.29;23.56;14.44;11.41;26.3;2.57;24.85;23.34;20.94;18.24;18.82;16.39;4.96;7.94;12.84;27.33;75.36;24.42;8.71;7.19;16.93;7.99;7.28;12.83;29.73;14.46;15.57;9.97;47.93;36.93;2.58;16.94;12.97;8.1;27.38;18.58;4.97;33.73;55.09;45.85;29.41
"2008-04-22";0.66;7.12;19.54;21.44;42.33;21.13;11.7;7.14;3.3;22.44;14.24;11.36;26.62;2.52;24.98;24.53;21.15;17.95;18.57;16.13;4.97;7.98;12.88;27.95;75.78;23.34;8.5;7.05;16.75;8.34;7.15;12.88;30.7;14.43;15.7;10.1;48.49;37.32;2.48;16.56;13.58;8;27.09;18.03;4.98;34.73;56.89;46.96;29.65
"2008-04-23";0.66;7.25;19.11;21.5;42.25;21.83;11.55;7.37;3.26;22.61;14.36;11.32;26.58;2.53;24.71;24.57;20.93;17.66;18.62;16.06;4.88;7.9;12.61;28.21;76.23;23.14;8.66;6.94;16.5;8.36;6.84;12.75;30.17;14.11;15.4;9.76;47.84;36.8;2.46;16.57;13.51;8.04;27;18.23;4.88;34.85;56.49;46.74;29.48
"2008-04-24";0.66;7.26;19.71;21.6;40.57;21.79;12.01;7.71;3.23;23.2;14.93;11.53;26.67;2.47;24.26;23.87;20.5;18.02;19.51;16.12;4.79;7.95;12.78;27.66;73.87;23.91;8.59;6.93;16.52;8.24;6.87;12.59;30.57;13.61;15.88;9.74;46.83;36.02;2.44;16.57;13.93;8.2;26.81;18.27;5.04;35.04;54.26;45.42;30.33
"2008-04-25";0.67;6.8;20.7;21.87;40.57;21.39;12.14;7.53;3.3;23.82;15.14;11.63;26.95;2.51;24.16;24.04;20.89;17.66;19.09;16.16;4.79;7.66;13.01;27.28;72.92;24.14;8.62;7.07;16.79;8.28;7.06;12.9;31.15;13.99;15.17;10.17;47.29;36.49;2.44;17.12;13.83;8.45;27.28;18.43;5.04;35.65;54.92;45.68;30.51
"2008-04-28";0.67;6.8;20.82;21.88;41.19;21.69;12.02;7.8;3.3;23.61;14.1;11.82;27.09;2.52;24.71;24.46;22.18;17.27;19.22;16.32;4.86;7.44;13.78;28.21;75.28;24.53;8.66;7.16;17.06;8.28;6.98;13.24;31.54;14.22;14.56;10.23;47.61;36.87;2.44;17.22;13.66;8.37;27.38;18.62;5;36.1;55.67;46.38;30
"2008-04-29";0.65;6.82;20.52;21.42;40.03;20.81;11.61;7.43;3.28;22.44;13.61;11.33;25.92;2.41;23.8;23.52;21.4;17.27;18.54;16.22;4.79;8.11;13.58;27.13;73.96;24.91;8.57;7.01;16.73;8.37;6.65;12.88;30.62;13.8;14.58;10.13;45.67;35.41;2.5;17.17;13.83;8.22;27.19;17.79;4.87;34.52;54.31;45.24;29.31
"2008-04-30";0.67;7.77;22.49;22.92;43.78;22.4;12.26;8.3;3.79;22.69;14.45;12.36;27.92;2.57;27.37;24.63;24.71;18.02;19.4;16.16;4.89;8.43;15.49;28.92;80.32;25.29;8.92;6.98;18.14;8.42;7.03;13.87;34.89;15;15.17;11.35;46.46;36.54;2.74;19.79;14.95;8.18;27.86;18.52;5.11;38.09;57.22;47.53;29.9
"2008-05-02";0.69;8.74;23.69;24.03;42.28;23.79;12.3;9.98;3.71;24.58;15.2;11.91;27.6;2.6;25.63;24.02;25.85;18.67;19.85;15.97;4.93;9.27;16.24;30.16;81.59;27.17;8.92;7.2;18.77;8.43;8.24;14.3;35.6;15.14;14.15;12.56;47.3;37.23;2.86;19.33;17.2;8.71;27;18.27;5.09;37.73;57.01;47.45;30.13
"2008-05-05";0.7;9.71;23.35;23.95;42.85;23.5;12.53;9.59;3.73;25.54;15.22;12.33;27.69;2.61;25.62;24.4;25.84;18.69;20.69;16.01;5.24;9.9;15.88;30.86;82.57;27.96;9.37;7.26;19.02;8.11;8.21;15.63;35.6;15.16;13.67;12.4;48.48;37.96;2.94;18.41;18.03;8.98;26.28;19.46;5.15;37.82;58.05;48.25;30.83
"2008-05-06";0.69;9.71;22.49;23.01;43.64;23.23;12.16;8.94;3.84;25.28;15.1;12.08;27.32;2.65;24.71;25.11;24.91;18.46;20.83;16.2;5.35;9.81;15.07;31.26;83.04;27.36;9.58;7.08;18.2;8.1;8.27;14.84;35.51;14.53;14.04;11.65;49.85;38.96;2.94;17.93;17.12;8.92;26.86;19.46;4.73;38.83;59.12;48.96;30.3
"2008-05-07";0.69;8.74;21.79;23.01;43.21;22.72;11.76;8.66;3.79;24.64;14.7;11.7;26.02;2.56;23.8;25.57;23.97;18.1;20.29;16.03;5.31;9.66;14.52;30.69;83.22;26.08;9.62;6.96;17.84;7.98;8.05;14.24;34.45;14.04;13.62;11.38;49.41;38.83;2.89;17.49;16.42;8.85;27.32;19.54;4.83;38.74;57.49;47.86;30.57
"2008-05-08";0.68;9.71;22.38;23.29;44.53;23.18;11.72;8.69;3.79;24.32;14.97;11.93;26.29;2.6;24.42;26.53;23.82;18.25;21.33;15.97;5.39;9.86;14.86;31.68;86.17;26.47;9.8;7.01;18.07;8.1;8.07;13.86;34;14.29;13.87;10.91;49.49;38.96;2.86;17.76;16.51;8.92;27.96;19.66;4.82;39.4;58.18;48.6;31.4
"2008-05-09";0.66;9.08;22.22;23.15;44.18;22.96;11.56;8.69;3.81;24.42;14.79;11.64;27.04;2.59;25.4;26.75;23.17;18.32;21.01;15.94;5.36;9.62;14.71;32.43;87.93;25.92;9.97;6.98;17.93;7.66;7.71;13.95;33.3;14.42;14.03;11.42;50.26;39.54;2.98;18.59;16.38;8.83;27.49;19.59;4.77;40.31;57.89;48.26;30.91
"2008-05-12";0.68;8.74;22.56;23.53;44.44;23.5;11.39;8.8;3.85;25.21;14.62;11.69;27.14;2.63;25.86;26.9;23.64;18.51;20.56;16.09;5.41;9.6;15.08;33.07;89.39;26.09;10.05;7.01;18.05;7.62;7.53;14.11;34.71;14.53;14.45;11.64;50.43;39.61;3.06;19.47;17.26;9;27.86;19.85;4.67;40.99;58.67;48.96;31.29
"2008-05-13";0.68;10.19;22.11;23.32;44.09;23.48;11.13;8.96;3.87;24.51;14.44;11.52;26.72;2.68;25.99;27.04;24.05;18.88;20.54;15.95;5.37;9.27;14.8;33.02;88.85;25.92;9.92;6.87;17.7;7.51;7.37;14.3;33.96;14.41;14.72;11.68;51.64;40.65;3.13;19.19;17.12;9.07;27.77;19.56;4.64;40.83;58.84;49.25;31.25
"2008-05-14";0.68;10;22.52;23.15;43.74;23.45;11.26;9.03;3.88;23.63;14.45;11.42;27.04;2.8;25.52;26.73;23.46;18.55;19.62;15.92;5.34;8.79;14.44;32.45;87.21;25.86;9.97;6.82;17.55;7.37;7.37;14.86;33.38;14.81;14.87;11.88;50.83;40.09;3.14;18.73;16.92;8.93;27.72;18.99;4.59;40.83;58.63;49;31.69
"2008-05-15";0.69;9.23;22.96;23.18;45.85;23.99;11.61;9.07;3.84;24.2;14.99;11.58;27.27;2.81;25.54;27.48;23.97;18.76;20.26;16.11;5.6;8.87;14.86;33.63;91.01;26.5;9.85;7.01;17.95;7.37;7.68;14.98;35.02;15.38;14.89;12.35;51.79;40.79;3.16;18.87;16.66;9.14;28.14;19.06;4.57;42;60.67;50.41;33.33
"2008-05-16";0.69;8.74;23.27;23.49;47.53;24.63;11.44;9.03;3.72;25.15;15.49;11.86;28.52;2.9;25.54;28.19;24.33;19.05;20.43;16.09;5.65;8.91;15.28;35.34;96.02;26.06;9.97;6.95;17.96;7.7;7.74;14.77;35.6;15.77;15.06;12.03;53.16;41.69;3.26;19.05;14.18;9.03;28.63;19.48;4.64;43.74;62.84;51.99;32.43
"2008-05-19";0.68;10.29;23.47;23.7;47.71;24.23;11.43;8.89;3.61;26.66;15.79;11.61;27.76;2.86;25.17;28.55;24.59;19.49;19.81;16.12;5.76;9.18;15.01;36.4;99.14;25.92;10.37;6.99;18.34;8;7.62;14.19;34.09;15.58;15.17;12.12;54.81;43.29;3.22;19.89;13.42;9.01;29.09;18.31;4.61;44.39;62.33;52.06;32.62
"2008-05-20";0.68;8.75;23.43;23.6;47.27;23.84;11.37;8.79;3.69;26.28;15.83;11.51;27.97;2.86;25.03;28.41;24.02;19.45;19.5;16;5.81;9.35;14.61;37.22;99.95;25.42;10.06;6.86;18.05;8.15;7.66;14.05;34.45;15.54;14.57;12.07;56.47;44.73;3.13;19.7;14.18;8.95;28.25;17.67;4.55;43.29;62.33;51.96;32.8
"2008-05-21";0.67;10.19;22.69;23.08;46.07;22.96;11.07;8.71;3.58;25.46;15.29;11.3;27.51;2.77;24.99;27.61;23.44;19.35;19.64;15.51;5.62;9.47;13.94;36.2;99.74;23.83;9.97;6.78;17.59;8.39;7.5;14.08;33.42;14.61;14.87;11.79;57.21;45.46;3.02;19.19;14.24;8.74;28.34;17.63;4.49;41.67;60.32;50.46;31.77
"2008-05-23";0.67;10.19;22.05;22.99;44.97;23.72;10.89;8.8;3.6;25.46;14.93;11.27;27.51;2.82;24.07;27.65;22.95;19.09;19.24;14.53;5.48;9.59;13.64;36.15;98.2;23.34;9.71;6.69;17.53;8.29;7.5;13.97;34.31;14.15;15.1;11.45;55.05;43.77;3.18;18.59;14.74;8.7;28.58;17.79;4.52;41.63;59.49;49.8;32.13
"2008-05-26";0.68;10.1;22.07;22.78;44.75;23.84;10.99;8.66;3.56;25.39;14.99;11.37;27.97;2.77;23.8;27.92;22.53;18.91;19.19;14.64;5.46;9.43;13.71;36.57;99.83;22.96;9.65;6.75;17.55;8.25;7.48;13.86;33.43;14.2;15.55;11.65;56.65;44.65;3.16;19.24;14.51;8.57;28.48;18.15;4.48;41.88;58.84;49.49;31.07
"2008-05-27";0.67;10.09;22.65;23.01;43.76;24.87;11.39;8.84;3.5;24.8;15.11;11.26;27.55;2.76;23.11;27.48;22.33;18.39;19.52;14.24;5.39;9.25;13.73;36.65;101.21;23.13;9.36;6.99;18.05;8.44;7.34;13.54;32.8;13.95;15.32;11.43;54.36;43.2;3.14;18.96;14.07;8.78;28.05;18.19;4.45;41.06;57.7;48.5;31.66
"2008-05-28";0.65;10.06;24.01;23.81;44.47;26.09;11.52;8.69;3.56;27.18;16.12;11.4;28.16;2.87;23.81;28.29;23.69;19.28;20.54;13.93;5.5;9.23;14.46;37.55;102.73;23.28;9.62;7.21;18.68;9.07;7.57;14.13;35.07;14.59;15.57;12.11;55.54;44.15;3.21;19.33;14.89;9.08;28.73;18.88;4.54;42;58.98;49.49;31.39
"2008-05-29";0.64;10.19;24.14;23.7;42.18;25.83;11.53;8.44;3.68;28.13;15.56;11.26;27.53;2.78;23.71;27.26;23.61;18.83;20.5;13.95;5.46;9.31;14.78;36.05;98.94;24.43;9.19;7.15;18.54;9.46;7.68;13.97;34.8;15.07;15.29;12.13;53.27;42.72;3.18;19.1;14.51;8.92;28.34;18.49;4.53;41.06;56.18;47.36;31.66
"2008-05-30";0.64;10.1;25.33;23.84;43.03;26.04;11.34;8.8;3.87;26.58;15.93;11.25;27.77;2.77;23.43;26.83;24.31;21.61;20.96;14.24;5.62;9.42;15.43;36.51;102.54;24.21;9.62;7.49;19.29;9.66;7.71;13.95;36.05;14.53;15.07;12.54;52.71;42.42;3.1;19.79;14.47;9.03;28.82;18.98;4.5;41.06;57.1;48.21;31.14
"2008-06-02";0.63;10.1;24.65;23.56;43.56;25.46;11.17;8.5;3.85;26.06;16.19;10.96;28.2;2.72;23.38;26.73;22.99;22.5;20.54;13.53;5.46;9.35;14.94;36.08;101.64;23.22;9.84;7.13;23.06;9.46;7.43;13.19;35.6;14.19;14.56;12.59;53.66;43.11;3.05;18.73;14.19;8.45;28.81;19.18;4.31;40.83;56.91;48.22;31.53
"2008-06-03";0.62;10.1;23.74;22.93;41.53;24.92;11.22;8.5;3.88;26.1;15.88;10.79;27.58;2.69;22.56;26.05;21.83;22.42;20;13.22;5.32;9.31;14.25;35.85;100.37;22.48;9.68;6.99;22.4;8.95;7.49;13.47;33.83;14.02;14.64;12.08;50.95;41.08;3.02;18.64;13.47;8.03;28.2;18.43;4.16;40.36;54.88;46.52;31.36
"2008-06-04";0.61;9.23;23.51;22.62;40.34;24.38;11.26;8.21;3.98;26.75;16.14;10.99;28.56;2.62;21.94;25.85;21.27;22.28;20.32;13.27;5.52;9.3;13.67;34.94;98.03;22.65;9.38;7.03;22.24;8.78;7.33;13.31;33.38;13.72;14.56;12.03;49.12;39.2;2.94;18.88;13.51;8.29;27.48;19.1;4.12;38.79;52.95;45.1;31.39
"2008-06-05";0.62;9.71;24.75;23.35;41.42;23.7;11.81;8.16;3.98;26.97;16.6;11.79;29.53;2.74;22.87;27.64;22.9;22.55;21.06;13.06;5.71;9.23;14.65;37.46;104.73;23.03;10.32;7.33;23;8.88;7.42;13.91;35.51;14.19;15.17;12.31;51.48;41.17;2.98;19.15;14.1;8.64;27.86;19.58;4.18;40.19;55.3;47.01;31.7
"2008-06-06";0.62;8.74;24.07;22.79;40.81;23.4;11.31;8.16;3.88;25.89;16.13;11.12;28.81;2.68;22.77;26.85;21.83;22.17;20.3;12.67;5.48;8.98;14.15;37.1;103.91;22.08;9.89;7.07;22.46;8.2;7.16;13.33;34.08;13.49;14.99;11.96;51.56;41.2;2.92;18.73;13.56;8.41;28;19.22;4.12;40.71;53.86;45.76;30.47
"2008-06-09";0.62;8.01;23.7;22.34;39.34;22.97;11.56;7.93;3.91;26.75;16.51;11.29;29.19;2.62;23.42;26.29;21.48;21.9;21.04;12.29;5.58;8.67;13.89;37.41;105.82;21.41;9.8;6.96;21.95;8.29;7.2;13.61;33.29;13.84;15.17;11.86;51.38;41.11;2.98;18.67;13.52;8.55;27.86;19.19;4.1;40.41;52.04;44.97;31.05
