"datas";"ABEV3.SA";"ALLL3.SA";"BBAS3.SA";"BBDC3.SA";"BRAP4.SA";"BRFS3.SA";"BRKM5.SA";"BRML3.SA";"CCRO3.SA";"CESP6.SA";"CMIG4.SA";"CPFE3.SA";"CPLE6.SA";"CRUZ3.SA";"CSAN3.SA";"CSNA3.SA";"CYRE3.SA";"ELET3.SA";"ELPL4.SA";"EMBR3.SA";"ENBR3.SA";"EVEN3.SA";"GFSA3.SA";"GGBR4.SA";"GOAU4.SA";"GOLL4.SA";"HGTX3.SA";"ITSA4.SA";"ITUB4.SA";"JBSS3.SA";"LAME4.SA";"LIGT3.SA";"LREN3.SA";"NATU3.SA";"OIBR4.SA";"PDGR3.SA";"PETR3.SA";"PETR4.SA";"POMO4.SA";"RENT3.SA";"RSID3.SA";"SBSP3.SA";"SUZB5.SA";"TBLE3.SA";"TIMP3.SA";"USIM5.SA";"VALE3.SA";"VALE5.SA";"VIVT4.SA"
"2007-04-05";2.36;6.31;18.03;19.07;56.26;13.71;12.89;7.17;3.43;24.11784;23.3318;8.04;22.56;1.69;35.89;3.19;18.27;16.4;13.13511;22.05;4.73;9.15;11.15;15.99;44.15;56.84;8.67;8.08;7.09;7.38;8.00799;14.38;25.89;18.2;8.42015;5.43;23.83;18.99;2.47;6.24;11.2;6.9185;19.02;14.54;6.45179;28.98;35.26;29.95;35.99
"2007-04-09";2.38;6.49;18.19;19.25;56.21;13.58;12.78;7.14;3.37;24.0747;23.493;8.29;22.62;1.68;36.14;3.2;18.04;16.22;13.32733;21.82;4.85;9.17;11.15;16.36;44.69;56.9;8.36;7.98;7.14;7.5;7.98146;14.19;25.3;18.19;8.95116;5.33;23.78;18.94;2.44;6.24;11.18;6.92834;19.41;14.89;6.46986;28.84;35.26;30;35.81
"2007-04-10";2.38;6.3;17.92;19.39;56.62;13.34;12.54;6.78;3.33;23.90212;23.47915;8.5;22.99;1.63;35.87;3.21;18.46;16.37;13.22097;21.92;4.9;9.15;11.23;16.43;45.03;55.97;8.41;8.07;7.17;7.38;7.86946;13.97;25.63;17.91;9.10287;5.47;24.1;19.22;2.44;6.42;11.12;6.86248;20.24;15.08;6.86745;28.24;35.52;30.2;34.96
"2007-04-11";2.38;6.3;17.61;19.42;56.65;13;12.36;6.48;3.26;23.85897;23.46997;8.48;22.98;1.6;34.26;3.12;18.45;16.04;13.13511;21.86;4.96;8.88;11.33;16.2;44.41;55.08;8.44;7.92;7.03;7.25;7.72209;13.8;24.85;17.5;9.32286;5.75;23.83;18.95;2.41;19.11;11.07;6.90375;20.18;14.64;6.95781;27.46;35.74;30.42;35.07
"2007-04-12";2.39;6.3;17.56;19.07;57.73;13.27;12.42;6.81;3.4;23.90212;23.60814;8.42;22.85;1.6;35.2;3.14;18.18;16.58;12.96211;21.86;4.91;9.11;11.4;16.24;44.69;54.67;8.53;8.03;7.08;7.6;7.89776;14.03;24.5;17.17;9.36078;5.8;24.29;19.2;2.38;17.76;11.02;6.92834;20.26;14.37;6.97588;27.37;36.18;30.78;34.84
"2007-04-13";2.4;6.3;17.63;18.93;57.89;13.32;12.65;6.98;3.55;24.16098;24.18622;8.42;23.68;1.68;35.59;3.21;18.62;16.37;13.17356;21.92;4.8;9.07;11.55;16.52;45.45;53.98;8.41;8.2;7.18;7.6;7.89304;14;24.28;17.24;9.29251;6.03;24.61;19.62;2.38;17.88;11.02;6.92834;20.17;14.45;6.84937;28.67;36.21;30.94;35.76
"2007-04-16";2.44;6.28;18.14;20;59.6;14;12.85;6.8;3.54;24.41985;24.87494;8.5;24.24;1.71;36.57;3.23;19.36;16.22;13.27608;22.09;4.81;8.87;11.84;16.91;47.12;54.36;8.49;8.36;7.38;7.55;7.97027;14.18;25.28;17.58;9.29251;6.21;25.02;20;2.38;17.76;11.38;6.91608;20.46;14.49;6.94877;29.24;37.24;31.92;35.76
"2007-04-18";2.44;6.31;18.27;20.15;59.78;14.46;12.55;6.8;3.55;23.90212;25.40468;8.54;24.44;1.7;38.14;3.18;18.98;16.11;13.51956;22.43;4.82;8.83;11.46;16.91;47.32;56.17;8.49;8.51;7.46;7.55;7.60421;13.89;26.24;17.5;9.1408;6.26;24.33;19.44;2.31;18.06;11.83;6.89149;19.78;14.88;6.9307;28.7;36.83;31.48;35.51
"2007-04-19";2.47;6.3;18.49;20.37;59.08;14.92;12.55;6.85;3.59;25.45532;25.65799;8.51;24.43;1.71;39.78;3.16;18.97;16.1;13.558;22.4;4.87;8.75;11.59;17.2;47.75;56.17;8.58;8.46;7.53;7.6;7.68614;14.19;25.55;17.97;9.247;6.54;24;19.14;2.36;17.79;12.33;6.84237;19.5;14.6;6.84034;28.91;36.39;31.26;35.29
"2007-04-23";2.51;6.77;18.94;20.62;60.23;14.63;12.75;6.83;3.64;25.80048;25.74789;8.58;24.51;1.73;38.69;3.21;19.26;16.4;13.66219;22.2;4.88;9.11;11.74;17.41;48.12;57.28;8.54;8.45;7.58;7.69;7.64547;14.52;25.28;17.99;9.21666;6.56;24.06;19.17;2.46;18.08;12.19;6.80452;19.79;14.76;6.95781;29.42;37.24;32;35.42
"2007-04-24";2.52;6.63;18.55;20.23;59.08;14.9;13.05;6.87;3.66;25.61927;25.33559;8.56;24.62;1.8;38.06;3.21;20.04;16.64;13.54684;22.23;4.86;9.15;12.05;17.01;46.86;57.65;8.54;8.42;7.46;7.74;7.76867;15.07;26.24;18.44;9.13321;6.48;23.92;19.13;2.47;18.08;12.26;6.85711;20.08;14.65;6.97588;28.91;37.18;31.97;35.83
"2007-04-25";2.53;6.65;19.02;20.37;59.78;15;13.38;7.03;3.69;25.84362;26.2546;8.7;25.08;1.82;38.85;3.22;20.84;16.83;13.61733;22.23;4.74;9.34;12.2;17.2;48.21;57.51;8.45;8.66;7.59;7.79;7.73093;15.51;26.24;19.11;9.4063;6.49;24.47;19.53;2.49;18.96;12.82;7.00205;20.35;14.14;6.95781;28.95;37.29;32.01;35.76
"2007-04-26";2.54;6.7;18.69;20.16;58.11;14.64;13.79;6.83;3.65;26.2233;26.2223;8.79;24.58;1.82;39.78;3.16;21.39;16.71;13.34178;21.96;4.76;9.62;12.25;16.95;47.5;56.61;8.36;8.61;7.62;7.6;7.72269;15.41;26.16;18.28;9.44423;6.65;24.06;19.09;2.49;18.06;13.27;6.92834;20.36;13.97;6.77709;28.58;36.52;31.2;36.66
"2007-04-27";2.53;6.49;18.53;20.11;59.26;15.04;13.8;6.8;3.74;26.23193;16.43125;8.83;24.52;1.79;38.1;3.18;20.36;16.71;13.45713;22.09;4.97;10.18;12.16;17.09;48.02;56.32;8.42;8.78;7.64;7.79;7.68672;15.79;26.54;18.37;9.58077;6.72;23.87;18.95;2.54;18.87;12.91;6.95293;20.66;14.07;6.86745;28.97;36.54;31.27;36.51
"2007-04-30";2.52;6.63;18.06;20.09;59.96;14.88;14.24;6.76;3.76;26.43039;16.51418;8.56;24.24;1.84;35.35;3.2;18.98;16.44;13.4315;22.23;5.01;10.62;12;17.32;48.84;55.17;8.41;7.76;7.48;7.6;7.60361;16.52;25.07;17.92;9.63387;6.54;23.51;18.58;2.55;18.83;12.47;6.75758;20.65;14.09;6.59636;29.15;36.61;31.17;36.72
"2007-05-03";2.61;6.28;18.76;20.46;61.64;15.88;14.38;6.84;3.73;27.2674;16.76758;9.09;24.71;1.8;35.93;3.16;20.67;16.93;13.59811;22.79;5.08;11.65;12.6;17.54;50;56.41;8.58;7.99;7.87;7.74;7.95848;16.51;25.95;19.27;9.66421;7;24.06;18.99;2.56;18.9;13.9;6.73205;20.14;15.07;6.56926;30.55;37.83;32.38;37.78
"2007-05-04";2.6;6.32;19.07;20.7;62.17;16.09;14.42;6.98;3.77;27.39683;16.96098;9.23;25.26;1.84;36.61;3.29;20.77;17.04;13.64937;22.28;5.01;11.68;12.82;17.53;49.91;56.13;8.45;8.15;7.96;7.79;8.02804;16.46;25.81;19.34;9.74766;7.19;23.78;18.92;2.5;19.37;13.5;6.87923;19.94;15.63;6.38853;30.87;38.98;33.08;38.9
"2007-05-09";2.67;6.38;20.42;22.73;64.11;16.04;14.26;7.23;3.86;27.95771;17.04162;9.35;25.36;1.87;37.98;3.56;21.38;17.42;13.84162;22.06;5.05;12.09;13.41;17.7;49.46;53.64;8.37;8.59;8.25;7.44;8.34104;16.96;26.23;20.09;9.48216;7.81;23.42;18.58;2.44;20.41;14.12;7.22317;20.42;15.71;6.13552;31.72;39.4;33.61;38.96
"2007-05-10";2.6;6.3;19.95;22.36;64.55;16.14;13.88;7.08;3.81;27.00853;16.90575;9.49;25.22;1.81;37.52;3.56;20.3;17.32;13.96978;21.91;5.01;11.91;13.41;17.2;48.93;52.49;8.37;8.41;8.01;7.25;8.21136;16.35;26.07;19.26;9.02701;7.93;23.09;18.24;2.41;20.14;14.13;7.19858;20.13;15.51;5.88251;30.81;38.51;32.77;38.62
"2007-05-11";2.59;6.52;20.19;22.27;65.52;16.07;13.96;7.21;3.79;26.74966;17.13603;9.75;25.44;1.87;37.33;3.6;21.07;17.74;14.36709;21.96;5.01;12.29;13.41;17.45;49.46;53.45;8.33;8.45;8.12;7.39;8.25262;16.38;26.5;19.52;9.23941;8;23.53;18.6;2.51;19.85;14.62;7.37011;20.07;15.55;6.10841;30.81;39.1;33.17;37.87
"2007-05-14";2.58;6.59;20.24;21.69;63.93;16.16;13.95;7.09;3.82;26.92224;17.16144;9.83;25.33;1.88;36.84;3.55;21.56;17.75;14.09794;21.82;4.99;12.32;12.99;17.48;49.46;53.74;8.38;8.19;7.93;7.4;8.25262;15.78;26.32;19.15;9.29;8.07;23.35;18.64;2.5;19.5;14.58;7.30937;20.17;15.14;6.16263;30.51;38.16;32.55;38.12
"2007-05-15";2.61;6.68;20.78;21.57;64.6;15.96;13.87;7.23;3.87;26.66337;17.113;9.9;24.91;1.89;37.02;3.53;22.1;17.38;14.09794;21.59;5.1;12.09;12.99;17.82;49.82;53.45;8.41;8.33;7.92;7.4;8.04631;15.78;27.03;19.12;9.24;8;23.32;18.55;2.6;20;14.62;7.37058;20.12;15;6.0542;31.11;38.05;32.34;37.82
"2007-05-16";2.67;6.68;21;22.27;66.1;16.26;14.53;7.48;3.9;27.2674;17.45621;10.21;25.46;1.95;38.24;3.57;22.36;17.77;14.6106;21.35;5.28;12.13;13.22;18.42;51.78;54.87;9.53;8.6;8.14;7.25;8.18778;16.44;27.9;19.72;9.6;8.07;23.92;18.91;2.67;20.32;14.85;7.48114;20.02;15.47;6.20781;32.8;38.66;32.94;38.37
"2007-05-17";2.72;6.88;20.87;22.68;66.03;16.14;14.2;7.69;3.82;26.65474;17.08997;10.21;25.43;1.94;37.97;3.63;21.92;17.74;14.96304;21.23;5.3;12.08;13.38;18.31;52.14;54.69;10.1;8.66;8.27;7.3;8.31157;16.35;27.94;19.72;9.62;8.14;23.9;18.93;2.52;20.18;15.25;7.4937;20.61;15.47;6.1807;33.14;38.18;32.46;38.76
"2007-05-18";2.79;6.59;21.25;23.08;66.12;15.63;14.08;7.94;3.73;26.56845;17.27428;10;25.46;1.98;37.97;3.69;21.83;17.82;15.1617;21.35;5.31;12.42;13.56;18.42;51.38;55.84;10.53;8.71;8.54;7.11;8.37052;16.13;28.51;19.53;10.05;8.14;24.1;19.12;2.57;20.33;15.48;7.6654;22.07;15.79;6.17167;33.45;38.62;32.68;38.9
"2007-05-21";2.84;6.4;21.57;23.33;64.81;15.97;13.9;8.5;3.75;26.96538;17.19364;9.89;25.19;2.02;37.54;3.66;21.65;18.12;15.31549;21.09;5.27;12.8;13.89;18.69;52.23;56.79;10.1;8.69;8.52;6.85;8.46484;16.16;29.12;19.45;10.42;8.63;24.28;19.3;2.57;20.05;15.71;7.51799;22.58;15.7;6.14456;33.68;38.21;32.55;38.83
"2007-05-22";2.79;6.49;21.05;22.91;64.63;16.87;13.5;8.54;3.68;27.99223;16.97483;9.67;25.46;1.97;36.93;3.61;20.99;18.57;15.25141;20.8;5.18;13.12;13.83;18.31;50.83;57.74;9.75;8.55;8.45;6.87;8.43005;15.96;28.08;19.72;10.57;8.47;24.31;19.28;2.57;20.09;15.25;7.37105;22.19;15.55;6.30721;32.47;37.96;32.17;39.03
"2007-05-23";2.77;6.78;20.73;22.96;63.48;16.75;13.26;8.82;3.72;28.15618;16.90575;9.66;25.09;1.91;35.53;3.53;20.94;18.68;15.03353;21.04;5.17;13.12;14.17;18.08;49.83;57.08;9.95;8.41;8.35;6.78;8.48841;16.07;27.72;19.38;10.51;8.86;24.52;19.41;2.58;19.87;15.47;7.6595;22.1;16.18;6.33432;31.56;37.4;31.71;38.13
"2007-05-24";2.72;6.33;20.11;22.27;61.28;16.07;12.89;8.84;3.62;28.00948;16.69841;9.43;24.48;1.86;34.33;3.43;20.34;18.35;14.86692;21.08;5.07;12.24;13.62;17.5;49.1;56.7;10.05;8.24;8.13;6.91;8.17599;16.07;27.13;19.12;10.16;8.81;23.93;18.96;2.53;19.33;15.3;7.5917;21.62;15.55;6.22588;30.96;36.18;30.77;36.51
"2007-05-25";2.73;6.73;20.63;22.41;62.3;16.53;12.93;9.12;3.78;29.25205;16.99786;9.57;25.62;1.93;35.65;3.59;20.72;18.82;15.25526;21.49;5.18;12.88;13.29;18.03;50.02;58.42;10.36;8.32;8.17;6.87;8.45894;15.8;27.68;19.06;10.51;9.27;24.1;19.2;2.61;19.33;16.13;7.78822;22.27;15.8;6.33432;31.78;36.96;31.57;37.54
"2007-05-28";2.75;6.35;20.94;23.3;63.14;16.17;13.05;9.62;3.81;29.95962;17.03933;9.85;26.11;1.95;36.07;3.62;20.72;19;15.69998;21.32;5.33;12.96;13.38;18.5;50.89;60.13;10.36;8.4;8.22;7.12;8.49961;16.19;28.55;19.19;10.53;9.18;24.25;19.26;2.57;19.6;16.2;7.8374;22.29;16.02;6.32528;32.29;37.39;31.77;37.87
"2007-05-29";2.76;6.68;20.57;22.73;62.19;16.19;13.11;9.52;3.84;29.16576;16.87116;9.67;26.58;1.96;36.07;3.62;21.26;19.07;15.95631;21.73;5.38;12.57;13.16;18.16;49.91;59.66;9.71;8.39;8.16;7.2;8.51729;16.4;28;19.08;10.45;9.37;23.77;18.93;2.54;19.33;15.97;7.86688;22.51;15.8;6.37046;31.9;36.83;31.44;37.6
"2007-05-30";2.77;6.63;20.5;22.76;63.14;16.69;13.37;8.91;3.9;29.59721;17.2374;9.64;26.86;1.96;36.66;3.74;22.04;19.03;16.27672;21.77;5.38;12.29;13.39;18.5;51.34;60.06;9.97;8.5;8.19;7.6;8.43005;16.96;27.85;19.42;10.51;9.37;24.2;19.2;2.55;19.6;16.2;8.00934;22.67;15.87;6.41564;32.85;37.49;32.2;38.42
"2007-05-31";2.79;6.37;20.55;22.64;64.55;16.94;13.46;9.52;3.82;29.6835;17.50456;9.78;26.72;1.95;37.11;3.56;22.28;18.51;16.53176;21.54;5.27;12.45;13.75;18.61;50.8;60.84;9.89;8.41;8.06;7.89;8.54147;17.07;28.76;19.69;10.42;9.23;23.76;18.89;2.54;19.87;16.6;7.64081;22.29;16.18;6.36142;32.32;37.93;32.56;38.62
"2007-06-01";2.9;6.4;21.01;23.2;65.56;17.19;13.47;10.2;3.84;29.6835;18.32457;9.82;27.92;1.99;35.85;3.75;22.9;19.14;16.50741;21.36;5.47;12.33;14;19.26;52.81;61.79;10.56;8.64;8.35;8.18;8.54147;16.8;28.2;19.55;10.51;9.11;24.42;19.36;2.57;19.69;16.69;7.73911;22.53;16.18;6.45179;33.08;39.07;33.35;38.58
"2007-06-04";2.88;6.49;21.17;23.61;65.6;16.8;13.27;10.79;3.78;30.92606;18.15;9.78;28.43;2.04;33.91;3.74;22.13;18.79;16.53304;21.59;5.53;12.4;14.26;19.44;53.83;60.78;10.53;8.48;8.27;7.45;8.63578;16.91;27.73;19.68;10.32;9.04;24.75;19.6;2.53;19.82;17.19;7.7;22.53;16.89;6.34335;33.3;39.36;33.48;39.57
"2007-06-05";2.91;6.63;21.64;23.52;65.25;17.42;13.29;10.57;3.82;30.45147;17.73;9.73;28.22;2;33.76;3.7;21.74;18.71;15.89223;21.59;5.53;12.56;14.08;19.75;54.46;60.58;10.53;8.53;8.22;7.87;8.54736;16.51;27.2;19.81;10.2;9.27;24.98;19.73;2.53;19.64;17.1;7.46;23.1;16.95;6.40661;33.02;39.38;33.42;39.69
"2007-06-06";2.9;6.32;21.33;23.29;64.37;16.55;13.14;10.39;3.71;30.4601;17.55;9.62;27.27;1.92;33.4;3.6;21.03;18.31;15.51415;21.63;5.55;12.33;13.52;19.21;53.12;58.8;9.88;8.36;8.05;7.79;8.30921;16.08;27.3;19.98;10.09;9.34;24.37;19.29;2.53;19.05;16.65;7.35;22.74;16.54;6.25299;32.29;38.4;32.6;38.21
"2007-06-08";2.92;6.2;21.68;22.74;64.8;16.92;13.3;10.44;3.75;31.66815;17.83;9.78;27.87;1.93;33.45;3.6;20.55;18.67;16.08447;21.28;5.67;12.24;13.14;19.39;54.55;58.66;9.54;8.48;8.03;7.88;8.07578;16.9;28.16;20.36;10.41;9.34;24.5;19.49;2.56;18.45;17.08;7.54;23.54;16.36;6.36142;32.32;37.9;32.24;39.35
"2007-06-11";2.94;6.54;21.66;22.36;64.63;16.92;13.55;10.11;3.75;31.57323;18.43;9.92;28.07;1.93;33.64;3.61;20.69;19.1;16.3408;21.59;5.65;12.88;13.13;19.26;53.97;58.46;10.23;8.44;8.17;7.73;8.1642;16.74;28.32;20.42;10.13;9.78;25.02;19.73;2.59;18.33;17.59;7.57;23.71;17.25;6.46082;32.62;38.18;32.44;39.99
"2007-06-12";2.92;5.91;20.94;22.18;62.6;16.19;13.23;9.75;3.67;30.20986;18.66;9.63;27.79;1.87;32.65;3.51;20.05;18.46;16.24852;21.73;5.51;12.97;12.84;18.88;52.23;57.84;10.18;8.18;7.98;7.78;8.13473;16.55;27.15;20.24;9.85;9.75;25.02;19.78;2.64;18.06;17.93;7.31;23.2;17.37;6.37046;32.02;36.99;31.48;40.6
"2007-06-13";2.96;6.05;21.21;22.28;64.46;16.6;13.59;10.02;3.73;29.95099;18.89;9.81;29.28;1.9;33.49;3.61;20.7;19.07;16.14855;22.33;5.59;12.88;12.83;19.73;55.06;58.67;10.18;8.36;8.13;7.64;8.19426;16.68;27.12;20.61;10.21;9.81;25.66;20.22;2.84;18.06;18.54;7.61;24.02;16.89;6.6054;32.57;37.98;32.23;41.9
"2007-06-14";3;6.06;21.78;22.36;65.43;16.5;13.87;10.52;3.75;30.40833;18.8;9.93;29.39;1.9;33.09;3.63;21.55;19.12;16.278;22.47;5.68;13.12;13.12;19.97;57.75;58.5;10.14;8.42;8.22;7.66;8.34104;16.52;27.97;20.99;10.44;9.8;26.15;20.56;2.83;19.14;18.9;8.15;24.4;16.62;6.65058;33.14;38.42;32.78;42.51
"2007-06-15";3.03;6.3;22.3;23.33;66.57;16.6;14;11.07;3.82;31.49557;19.07;10.19;30.4;1.93;33.36;3.63;22.29;19.42;16.27672;22.76;5.64;13.43;13.33;20.22;58.43;59.31;10.21;8.56;8.32;7.28;8.42947;17.12;28.34;21.03;10.47;9.62;26.54;20.86;2.94;19.78;18.9;8.55;24.4;16.63;6.56022;33.52;39.01;33.27;42.32
"2007-06-18";3.04;6.6;22.11;22.89;67.81;16.67;14.03;10.89;3.83;30.5809;19.07;10.3;30.4;1.91;33.63;3.63;22.68;19.98;16.40488;22.48;5.69;13.68;13.27;20.25;58;60.89;10.05;8.52;8.29;7.15;8.41768;16.82;29.06;21.18;10.41;9.62;26.72;20.95;3;19.52;18.92;8.74;24.19;16.92;6.41564;33.11;39.62;33.75;42.72
"2007-06-19";3.03;6.78;21.95;23.06;65.69;16.55;14.01;10.75;3.9;30.31341;19.14;10.21;30.7;1.95;33.19;3.65;22.32;20.46;16.02039;22.13;5.59;13.52;13.18;20.07;57.5;62.4;9.88;8.52;8.34;6.86;8.25262;16.88;29.29;20.99;10.26;9.74;26.97;21.23;3.02;19.15;18.59;8.52;24.16;16.97;6.43371;33.32;38.13;32.73;42.65
"2007-06-20";2.95;6.88;21.76;23.31;64.51;16.66;13.63;10.3;3.86;30.63268;19.02;10.26;30.78;1.92;31.82;3.61;21.61;20.91;15.91786;22.21;5.42;13.72;13.18;19.73;57.59;62.49;9.97;8.39;8.27;7.2;8.42947;16.63;29.64;20.61;10.16;9.74;26.67;20.88;2.93;19.23;19.01;8.68;24.45;17.52;6.23492;32.47;37.9;32.42;42.31
"2007-06-21";2.94;7.26;22.11;23.11;66.58;17.04;14.19;11.07;3.94;30.97783;19.72;10.68;31.4;1.93;30.74;3.65;21.92;20.96;16.38565;22.23;5.59;13.64;12.93;20.64;58.03;61.8;9.97;8.46;8.27;7.26;8.42357;16.91;29.51;20.84;10.45;9.53;26.86;21.09;3.04;19.32;19.75;8.37;25.46;17.37;6.22588;32.81;38.4;32.84;42.21
"2007-06-22";2.94;7.71;22.03;23.06;65.69;17.04;14.29;11.27;3.92;31.06412;19.26;10.59;30.17;1.91;32.59;3.6;21.41;20.66;16.44333;21.78;5.57;13.55;12.7;20.38;57.59;61.18;9.95;8.35;8.23;7.35;8.42947;16.62;28.42;20.99;10.38;9.51;26.94;21.1;3.01;19.42;19.21;8.44;25.45;17.29;6.2801;32.23;38.27;32.64;42.11
"2007-06-25";2.88;7.65;21.72;22.69;65.16;17.28;14.61;10.91;3.85;30.96921;19.26;10.43;30.03;1.92;31.31;3.59;21.56;20.42;16.02167;21.77;5.56;13.36;12.66;20.2;57.01;61.1;9.97;8.41;8.24;7.5;8.51789;16.52;29.29;20.73;10.32;9.51;26.91;21.05;3.01;19.51;19.19;8.28;25.45;17.29;6.27106;32.32;37.92;32.43;42.03
"2007-06-26";2.83;7.7;21.75;22.52;64.72;18.26;14.74;11.15;3.94;30.37381;19.02;10.49;29.59;1.92;28.67;3.56;21.21;20.57;15.99732;21.96;5.67;13.68;12.41;20.37;57.64;60.89;10.13;8.33;8.13;7.23;8.57684;16.75;29.38;20.99;10.47;9.23;26.67;20.85;2.9;19.55;19.21;8.45;24.79;16.98;6.23492;32.32;37.05;31.93;42.46
"2007-06-27";2.88;7.75;21.56;22.68;65.21;18.16;14.33;10.77;4.1;29.76978;18.75;10.53;29.84;1.94;28.03;3.58;20.67;20.55;16.14214;21.85;5.78;13.67;12.16;20.36;59.11;61.36;10.01;8.43;8.13;7.1;8.80083;17.07;30.34;21.14;10.54;9.23;26.79;21.05;2.9;19.69;19.12;8.35;25.08;16.98;6.30721;32.75;37.67;32.28;42.55
"2007-06-28";2.89;8.38;21.72;22.73;64.02;18.66;14.25;11.34;4.38;30.06317;18.37;10.57;30.9;1.93;28.26;3.56;21.5;20.87;16.46768;21.49;5.95;13.44;12.45;20.78;59.86;61.09;9.97;8.39;8.12;7.6;8.9317;17.01;31.3;20.91;10.58;9.48;26.7;21.05;3.02;19.87;18.63;8.16;24.82;17.06;6.1807;32.92;36.79;31.53;42.42
"2007-06-29";2.95;8.28;21.71;22.62;64.63;17.77;14.17;11.7;4.2;30.41695;18.9;10.53;31.05;1.9;28.49;3.58;21.3;20.91;16.26262;21.7;6.1;13.68;12.66;21;59.56;61.05;9.85;8.47;8.22;7.89;9.07788;17.07;31.65;20.99;10.69;9.74;26.99;21.23;2.95;19.64;18.4;8.26;25.08;16.96;6.02709;33.23;37.56;32.15;42.85
"2007-07-02";2.92;8.67;21.95;22.78;67.02;18.26;14.86;11.8;4.28;30.76211;19.48;10.79;31.97;1.93;29.56;3.64;21.85;20.91;16.6548;21.74;6.24;13.84;13.22;21.43;60.99;60.27;9.92;8.55;8.27;8.28;9.10736;17.35;32.07;20.53;11.11;9.67;27.62;21.71;3.11;20.91;19.35;8.57;24.98;17.49;6.18974;34.44;38.59;33.03;42.65
"2007-07-03";2.9;8.43;22.35;23.1;67.89;18.15;14.94;11.83;4.26;31.05549;19.11;10.91;31.2;1.97;29.24;3.68;21.93;20.29;15.96912;21.68;6.16;14.16;13.41;21.58;61.43;59.55;9.95;8.48;8.29;8.39;9.2842;17.1;32;20.16;11.26;9.74;28.19;22.08;3.19;21.4;19.93;8.81;25.24;17.33;6.25;34.41;38.7;33.17;44.49
"2007-07-04";2.96;8.44;22.33;22.87;68.16;18.2;14.86;11.55;4.14;30.80526;19.3;10.76;30.59;1.98;29.06;3.62;22.08;20.15;16.02295;21.7;6.08;14.28;13.62;21.49;60.64;58.21;9.72;8.45;8.26;8.39;9.34315;17.07;31.39;19.94;11.39;9.81;28.17;22.18;3.21;21.12;20.14;8.77;25.45;17.45;6.13;34.3;39.14;33.7;44.36
"2007-07-05";2.97;8.72;22.88;22.79;68.96;17.72;14.78;11.22;4.13;31.05549;19.42;10.6;31.15;1.97;28.57;3.63;22.28;20.42;15.80251;21.63;6.04;14.99;13.95;21.52;60.71;59.3;10.83;8.4;8.22;8.54;9.84362;16.8;30.93;20.23;11.86;9.81;28.56;22.3;3.31;20.57;20.7;8.57;25.4;17.56;6.05;33.92;39.55;34.03;44.18
"2007-07-10";2.98;8.72;22.81;22.41;70.09;17.33;14.82;10.48;4.4;31.15041;18.66;10.38;30.86;1.89;28.93;3.58;22.66;20.19;15.55772;21.78;6.13;15.49;13.63;21.79;59.6;55.47;10.96;8.33;8.2;8.75;9.63788;16.41;31.3;19.72;12.07;9.74;28.33;22.14;3.34;20.05;20.43;9.06;25.08;17.88;6;33.32;39.77;34.23;45.9
"2007-07-11";3;8.57;22.84;22.82;70.42;17.53;14.78;10.11;4.43;31.27985;19.12;10.48;32.06;1.89;28.82;3.63;22.37;20.42;15.36676;22.14;6.24;15.55;13.33;21.81;60.14;54.87;10.88;8.53;8.38;9.06;9.63788;16.9;31.39;19.64;11.99;9.71;28.49;22.31;3.34;19.69;20.2;9.07;25.13;17.76;5.92;33.97;40.7;35.12;45.38
"2007-07-12";3;8.57;23.43;23.57;74.69;17.53;14.92;10.57;4.36;31.66815;19.35;10.79;32.12;1.89;28.96;3.82;22.13;20.54;15.86019;22.18;6.29;15.75;13.21;21.96;59.55;55.2;10.57;8.87;8.74;9.13;9.78467;17.18;32.08;19.87;12.4;9.73;29.25;22.82;3.36;19.86;20.7;9.45;25.08;18.51;6.14;34.44;42.63;36.85;45.72
"2007-07-13";3;7.72;23.19;24.17;75.7;17.85;14.97;10.79;4.33;31.06412;19.23;10.84;32.59;1.89;29.5;3.86;22.46;20.4;15.76535;21.59;6.17;15.5;13.62;21.75;59.24;55.29;10.4;8.74;8.67;8.86;10.11061;17.18;32.61;19.66;12.43;9.88;29.53;22.96;3.36;19.69;21.33;9.29;24.98;18.16;6.16;34.64;42.17;36.41;45.72
"2007-07-16";2.98;7.85;23.51;24.68;74.95;18.13;15;10.84;4.32;30.58953;18.84;10.62;31.8;1.94;29.83;3.77;22.28;20.36;15.66153;20.76;5.95;15.06;13.14;21.64;59.22;54.95;10.57;9.01;8.86;8.88;10.07999;17.09;32.41;19.53;12.36;9.79;29.25;22.74;3.49;19.56;21.35;9.33;25.56;18.43;6.07;34.16;41.51;35.81;45.9
"2007-07-17";2.98;7.94;24.05;24.68;75;17.76;14.65;10.86;4.41;30.4601;18.97;10.72;32.82;1.99;30.57;3.76;22.5;20.44;16.07166;20.86;5.93;14.95;12.89;21.82;58.92;53.95;10.56;9;8.88;8.73;10.28631;16.85;32.43;19.78;12.44;9.78;29.56;23.15;3.66;19.54;21.77;9.26;26.56;18.16;6.09;34;41.51;35.94;46.4
