"setores" "faixa_temporal_por_setores" "coeficiente_B" "sse" "volatilidade" "tamanho_serie" "b_volatilidade"
"Bens Indls / Mat Transporte" "2008" 0.518 0.0262037059208689 1.67684953042488 50 0.868608056760088
"Bens Indls / Mat Transporte" "2008" 0.867999999999999 0.079544442433556 1.13812743374868 50 0.987894612493853
"Bens Indls / Mat Transporte" "2008" 1.827 0.0226908588560804 0.536530854368357 41 0.980241870930988
"Cons N Cíclico / Bebidas" "2008" 1.327 0.288007130828623 0.673483944192205 50 0.893713193943056
"Cons N Cíclico / Bebidas" "2008" 1.737 0.399022344554805 0.665967194175057 50 1.15678501628207
"Cons N Cíclico / Bebidas" "2008" 1.87 0.813066247762245 0.422472960487618 50 0.790024436111846
"Cons N Cíclico / Fumo" "2008" 0.517 0.259820555977533 1.52510520842849 50 0.788479392757529
"Cons N Cíclico / Fumo" "2008" 0.892999999999999 0.240221217637781 1.04309862344671 50 0.931487070737911
"Cons N Cíclico / Fumo" "2008" 1.264 0.251541159698339 0.699982339692257 50 0.884777677371013
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.53 0.168868466936875 1.5200079648492 50 0.805604221370076
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.594 0.12618750087646 1.46838642918538 50 0.872221538936116
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.749999999999999 0.222325360759348 1.20333921813956 50 0.902504413604669
"Consumo Cíclico / Comércio" "2008" 0.62 0.124071618416233 1.4742601959794 50 0.914041321507228
"Consumo Cíclico / Comércio" "2008" 0.910999999999999 0.111473613335725 1.15396269242264 50 1.05126001279702
"Consumo Cíclico / Comércio" "2008" 1.277 0.250125127853306 0.764166874088197 50 0.975841098210627
"Consumo Cíclico / Tecid Vest Calç" "2008" 0.537 0.0185221104751326 1.47185129447022 50 0.790384145130508
"Consumo Cíclico / Tecid Vest Calç" "2008" 1.023 0.0612236660518835 0.961473229009455 50 0.983587113276672
"Consumo Cíclico / Tecid Vest Calç" "2008" 1.7 0.0495208357631876 0.56163019910441 50 0.954771338477497
"Mats Básicos / Mineração" "2008" 0.674 0.0217207976329801 1.44239342808342 50 0.972173170528225
"Mats Básicos / Mineração" "2008" 0.831999999999999 0.034437913059203 1.13962021562996 50 0.948164019404126
"Mats Básicos / Mineração" "2008" 1.56 0.0980754843758874 0.596102859291994 35 0.929920460495511
