"setores" "faixa_temporal_por_setores" "coeficiente_B" "sse" "volatilidade" "tamanho_serie" "b_volatilidade"
"Bens Indls / Mat Transporte" "2008" 0.604 0.0331064455089631 1.4830507282935 50 0.895762639889274
"Bens Indls / Mat Transporte" "2008" 1.393 0.0331508786838994 0.751287817401117 50 1.04654392963976
"Cons N Cíclico / Bebidas" "2008" 1.412 0.204538678582111 0.667947176377479 50 0.943141413045
"Cons N Cíclico / Bebidas" "2008" 1.766 0.704169731144766 0.506668889525774 50 0.894777258902517
"Cons N Cíclico / Fumo" "2008" 0.601 0.24971155025073 1.36543920280249 50 0.820628960884296
"Cons N Cíclico / Fumo" "2008" 1.138 0.172206358401929 0.813351578242483 50 0.925594096039946
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.525 0.109299949013023 1.56055981897072 50 0.819293904959628
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.712999999999999 0.203209270457889 1.23392925581204 50 0.879791559393983
"Consumo Cíclico / Comércio" "2008" 0.647 0.0353225159030408 1.4673668604055 50 0.949386358682358
"Consumo Cíclico / Comércio" "2008" 1.202 0.277103568002761 0.794226314587993 50 0.954660030134768
"Consumo Cíclico / Tecid Vest Calç" "2008" 0.624 0.0227432234610157 1.34240199094953 50 0.837658842352507
"Consumo Cíclico / Tecid Vest Calç" "2008" 1.537 0.0209753536512473 0.654234490773194 50 1.0055584123184
"Mats Básicos / Mineração" "2008" 0.645 0.0120225699348766 1.44065636665895 50 0.929223356495023
"Mats Básicos / Mineração" "2008" 1.414 0.0647330293747536 0.67808796867797 50 0.95881638771065
"Mats Básicos / Químicos" "2008" 0.713999999999999 0.0603758133704259 1.33003086237915 50 0.949642035738712
"Mats Básicos / Químicos" "2008" 1.168 0.181230658817942 0.823505993974755 50 0.961855000962514
"Mats Básicos / Sid Metalurgia" "2008" 0.693 0.0323490993888341 1.31417779609443 50 0.91072521269344
"Mats Básicos / Sid Metalurgia" "2008" 1.4 0.0542557123395917 0.738564177270753 50 1.03398984817905
"Petróleo, Gás e Biocombustíveis" "2008" 0.546 0.0191771484434885 1.5913970549914 50 0.868902792025305
"Petróleo, Gás e Biocombustíveis" "2008" 1.324 0.125742121464428 0.713065205182538 50 0.94409833166168
"Telecomunicação / Telefonia Fixa" "2008" 0.56 0.0510732567357123 1.57677406596999 50 0.882993476943195
"Telecomunicação / Telefonia Fixa" "2008" 1.091 0.0719795420426231 0.844185900452748 47 0.921006817393948
"Telecomunicação / Telefonia Móvel" "2008" 0.704 0.041886139972878 1.35020825657831 50 0.95054661263113
"Telecomunicação / Telefonia Móvel" "2008" 1.489 0.0446802653536304 0.619391334674569 50 0.922273697330433
"Utilidade Públ / Água Saneamento" "2008" 0.548 0.138445789810598 1.61381136719136 50 0.884368629220865
"Utilidade Públ / Água Saneamento" "2008" 1.638 0.0492344950228624 0.598060428815757 47 0.97962298240021
"Bens Indls / Mat Transporte" "2009" 1.485 0.173402638824017 0.646794598350857 50 0.960489978551023
"Bens Indls / Mat Transporte" "2009" 0.884999999999999 0.0397868361458121 1.06871494489263 50 0.945812726229977
"Cons N Cíclico / Bebidas" "2009" 1.48 0.116956106224094 0.639935191596601 50 0.947104083562969
"Cons N Cíclico / Bebidas" "2009" 1.384 0.331971516551474 0.590919950418161 50 0.817833211378735
"Cons N Cíclico / Fumo" "2009" 1.174 0.135235498706537 0.78091641793799 50 0.9167958746592
"Cons N Cíclico / Fumo" "2009" 1.154 0.189278112251314 0.836367214129515 50 0.96516776510546
"Cons N Cíclico / Pr Pessoal Limp" "2009" 1.197 0.0119858434936344 0.802977661924928 50 0.961164261324139
"Cons N Cíclico / Pr Pessoal Limp" "2009" 0.704 0.189603388630215 1.28816903095066 50 0.906870997789264
"Consumo Cíclico / Comércio" "2009" 1.085 0.0236566734125576 0.896672663074564 50 0.972889839435902
"Consumo Cíclico / Comércio" "2009" 0.762999999999999 0.0121937761727389 1.15569284182465 50 0.881793638312207
"Consumo Cíclico / Tecid Vest Calç" "2009" 1.559 0.0224498163245024 0.605465857993952 50 0.943921272612571
"Consumo Cíclico / Tecid Vest Calç" "2009" 0.941999999999999 0.0852824813942245 1.0115106534359 50 0.952843035536617
"Mats Básicos / Mineração" "2009" 1.113 0.165836632685003 0.877589620280978 50 0.976757247372729
"Mats Básicos / Mineração" "2009" 1.006 0.0505610315529549 0.984148820665138 50 0.990053713589129
"Mats Básicos / Químicos" "2009" 0.843999999999999 0.0487152660501847 1.0703131008763 50 0.903344257139596
"Mats Básicos / Químicos" "2009" 0.597 0.0635127337578991 1.38968574242591 50 0.829642388228268
"Mats Básicos / Sid Metalurgia" "2009" 0.984999999999999 0.0860097718416895 0.959839946718801 50 0.945442347518018
"Mats Básicos / Sid Metalurgia" "2009" 0.746999999999999 0.0460190464333788 1.18820122227737 50 0.887586313041194
