"setores" "faixa_temporal_por_setores" "coeficiente_B" "sse" "volatilidade" "tamanho_serie" "b_volatilidade"
"Bens Indls / Mat Transporte" "2008" 0.656 0.202716143184893 1.32550209765712 50 0.869529376063071
"Bens Indls / Mat Transporte" "2008" 0.499 0.0516673901435378 1.7910150235813 50 0.893716496767069
"Bens Indls / Mat Transporte" "2008" 0.961999999999999 0.0946304214392577 1.10594832502192 50 1.06392228867109
"Bens Indls / Mat Transporte" "2008" 1.999 0.0439900893547896 0.524288117520297 41 1.04805194692307
"Bens Indls / Mat Transporte" "2008" 1.541 0.132382716221291 0.613893273955447 35 0.946009535165344
"Cons N Cíclico / Bebidas" "2008" 1.543 0.458981258858554 0.588861712878739 50 0.908613622971894
"Cons N Cíclico / Bebidas" "2008" 1.274 0.139914297815277 0.862882715055706 50 1.09931257898097
"Cons N Cíclico / Bebidas" "2008" 1.869 0.656857855255637 0.557432279616448 50 1.04184093060314
"Cons N Cíclico / Bebidas" "2008" 2.067 0.930397695546029 0.291197529331748 22 0.601905293128723
"Cons N Cíclico / Bebidas" "2008" 1.559 0.997003147774584 0.559762139530496 50 0.872669175528043
"Cons N Cíclico / Fumo" "2008" 0.576 0.225475822437184 1.40109134457476 50 0.807028614475062
"Cons N Cíclico / Fumo" "2008" 0.565 0.451860259409787 1.47705057705659 50 0.834533576036973
"Cons N Cíclico / Fumo" "2008" 1.023 0.199904490540312 0.974163826181446 50 0.996569594183619
"Cons N Cíclico / Fumo" "2008" 1.164 0.288360448710407 0.768407745459441 50 0.894426615714789
"Cons N Cíclico / Fumo" "2008" 1.099 0.247790287417787 0.99087173215961 50 1.08896803364341
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.601 0.163079951887336 1.41182141906617 50 0.848504672858768
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.422 0.161085071069053 1.8357296715705 50 0.774677921402751
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.713999999999999 0.213356722729711 1.23504050041519 50 0.881818917296444
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.734999999999999 0.266359085207562 1.24202566969113 50 0.912888867222979
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.778999999999999 0.185707437058429 1.16004466070055 50 0.903674790685727
"Consumo Cíclico / Comércio" "2008" 0.791999999999999 0.342732954630883 1.1610507676293 50 0.919552207962405
"Consumo Cíclico / Comércio" "2008" 0.408 0.0816345505457342 2.02829744702014 50 0.827545358384217
"Consumo Cíclico / Comércio" "2008" 1.305 0.291173236864057 0.752986117953617 50 0.98264688392947
"Consumo Cíclico / Comércio" "2008" 1.253 0.255823394047246 0.799220854207466 50 1.00142373032195
"Consumo Cíclico / Comércio" "2008" 1.269 0.133517385090898 0.760036579060855 46 0.964486418828225
"Consumo Cíclico / Tecid Vest Calç" "2008" 0.723999999999999 0.0602682390362527 1.19559614269907 50 0.865611607314125
"Consumo Cíclico / Tecid Vest Calç" "2008" 0.436999999999999 0.0514361131500063 1.69433804814507 50 0.740425727039394
