"setores" "faixa_temporal_por_setores" "coeficiente_B" "sse" "volatilidade" "tamanho_serie" "b_volatilidade"
"Bens Indls / Mat Transporte" "2008" 1.003 0.289309893356311 0.93665034148541 39 0.939460292509866
"Bens Indls / Mat Transporte" "2008" 0.498 0.783324400090971 1.63042323761804 50 0.811950772333784
"Bens Indls / Mat Transporte" "2008" 0.864999999999999 0.828888183910865 1.16836992129073 49 1.01063998191648
"Bens Indls / Mat Transporte" "2008" 0.632 0.114123644552552 1.56656489023429 50 0.990069010628071
"Bens Indls / Mat Transporte" "2008" 0.252 0.424324121241352 2.34401151882636 50 0.590690902744243
"Bens Indls / Mat Transporte" "2008" 0.44 0.193901674990325 2.41507727309444 50 1.06263400016155
"Bens Indls / Mat Transporte" "2008" 0.609 0.135135612368094 1.47819402160492 50 0.900220159157396
"Bens Indls / Mat Transporte" "2008" 1.061 0.568812095531327 0.92677728079949 39 0.983310694928259
"Bens Indls / Mat Transporte" "2008" 1.25 0.205381902803057 0.881388069687772 45 1.10173508710971
"Bens Indls / Mat Transporte" "2008" 1.266 0.236242055576908 1.14003668394211 50 1.44328644187071
"Bens Indls / Mat Transporte" "2008" 1.002 0.184681317666354 1.34694233153171 50 1.34963621619477
"Bens Indls / Mat Transporte" "2008" 0.989999999999999 0.549418506965967 1.05542621492609 46 1.04487195277683
"Bens Indls / Mat Transporte" "2008" 1.792 0.159611904629469 0.641968516089102 36 1.15040758083167
"Bens Indls / Mat Transporte" "2008" 1.378 0.100634209467635 0.801685496473885 41 1.10472261414101
"Bens Indls / Mat Transporte" "2008" 3.408 0.15238561252504 0.379887110880745 29 1.29465527388158
"Bens Indls / Mat Transporte" "2008" 3.447 0.119572107186949 0.273611346637456 11 0.943138311859311
"Bens Indls / Mat Transporte" "2008" 1.378 0.292949151725723 0.748694544452746 35 1.03170108225588
"Bens Indls / Mat Transporte" "2008" 2.814 0.277469497610933 0.37333811167621 24 1.05057344625686
"Bens Indls / Mat Transporte" "2008" 1.09 0.609207043633931 0.789651755471707 35 0.860720413464161
"Bens Indls / Mat Transporte" "2008" 1.978 0.188642461300164 0.543888684221124 26 1.07581181738938
"Bens Indls / Mat Transporte" "2008" 1.552 0.217018129482567 0.650217230328683 28 1.00913714147012
"Bens Indls / Mat Transporte" "2008" 1.636 0.263136199196069 0.714159022184111 28 1.16836416029321
"Bens Indls / Mat Transporte" "2008" 1.361 0.610131907664026 0.774713817112504 36 1.05438550509012
"Cons N Cíclico / Bebidas" "2008" 1.674 0.519194346321037 0.556872705124571 21 0.932204908378532
"Cons N Cíclico / Bebidas" "2008" 1.744 0.453112201155227 0.562814055686705 23 0.981547713117613
"Cons N Cíclico / Bebidas" "2008" 1.439 0.415088045863999 0.550621533092107 22 0.792344386119542
"Cons N Cíclico / Bebidas" "2008" 1.284 0.765820964220074 0.685138557611574 50 0.879717907973261
"Cons N Cíclico / Bebidas" "2008" 1.051 0.214140581517843 1.02423146344174 50 1.07646726807727
"Cons N Cíclico / Bebidas" "2008" 1.317 0.906589453989547 0.66122535019653 36 0.87083378620883
"Cons N Cíclico / Bebidas" "2008" 1.51 0.32082168350324 1.39874082913634 50 2.11209865199587
"Cons N Cíclico / Bebidas" "2008" 2.802 0.948204476029356 0.367333217448211 17 1.02926767528989
"Cons N Cíclico / Bebidas" "2008" 3.031 1.23225616629259 0.20454687565953 12 0.619981580124035
"Cons N Cíclico / Bebidas" "2008" 2.279 0.879922759343542 0.464589382421712 37 1.05879920253908
"Cons N Cíclico / Bebidas" "2008" 2.032 1.69687024734283 1.15679828444437 50 2.35061411399096
"Cons N Cíclico / Bebidas" "2008" 1.727 1.01987684730459 0.403794575940176 17 0.697353232648684
"Cons N Cíclico / Bebidas" "2008" 2.403 1.73609979876134 0.259411928291165 22 0.623366863683669
"Cons N Cíclico / Bebidas" "2008" 2.285 1.3075962112032 0.322787969017227 14 0.737570509204364
"Cons N Cíclico / Bebidas" "2008" 2.574 1.44885237013119 0.273363306672123 14 0.703637151374045
"Cons N Cíclico / Bebidas" "2008" 2.574 1.44885237013119 0.309226913346475 14 0.795950074953827
"Cons N Cíclico / Bebidas" "2008" 1.368 1.81351135029829 1.09819829208205 50 1.50233526356824
"Cons N Cíclico / Bebidas" "2008" 1.978 1.88137905059569 0.271849353516669 18 0.537718021255971
"Cons N Cíclico / Bebidas" "2008" 1.978 1.88137905059569 0.448707686234154 18 0.887543803371157
"Cons N Cíclico / Bebidas" "2008" 1.862 1.22840148236941 0.420293226289114 35 0.78258598735033
"Cons N Cíclico / Bebidas" "2008" 1.73 1.32157049191576 0.390386355027353 26 0.675368394197321
"Cons N Cíclico / Bebidas" "2008" 1.132 0.791870161671342 0.659104193534385 29 0.746105947080924
"Cons N Cíclico / Bebidas" "2008" 1.666 1.29656867636761 0.456185613300734 20 0.760005231759023
"Cons N Cíclico / Fumo" "2008" 1.179 0.779341387725132 0.872303034615822 50 1.02844527781205
"Cons N Cíclico / Fumo" "2008" 0.768999999999999 0.839788740053324 1.16249433017653 44 0.89395813990575
"Cons N Cíclico / Fumo" "2008" 0.555 0.491941586145969 1.5157947345503 50 0.841266077675417
"Cons N Cíclico / Fumo" "2008" 0.368 0.715286146902755 2.05377327895639 50 0.755788566655952
"Cons N Cíclico / Fumo" "2008" 0.373 0.569289501497303 2.30763476584282 50 0.860747767659372
"Cons N Cíclico / Fumo" "2008" 0.62 1.26013719243579 1.23863110642907 50 0.767951285986023
"Cons N Cíclico / Fumo" "2008" 0.908999999999999 0.711850168772454 1.21653076852021 50 1.10582646858487
"Cons N Cíclico / Fumo" "2008" 0.684 0.441953722958769 1.14540566743426 39 0.783457476525034
"Cons N Cíclico / Fumo" "2008" 1.256 0.721886126478354 0.776385138696981 38 0.975139734203408
"Cons N Cíclico / Fumo" "2008" 1.208 0.207092385530586 1.20076834812023 50 1.45052816452924
"Cons N Cíclico / Fumo" "2008" 0.883999999999999 0.518238243436624 1.0076627443281 36 0.890773865986039
"Cons N Cíclico / Fumo" "2008" 1.235 0.22895844952768 0.911839073580478 49 1.12612125587189
"Cons N Cíclico / Fumo" "2008" 1.072 0.53358601475109 0.582757943458905 23 0.624716515387946
"Cons N Cíclico / Fumo" "2008" 1.136 0.367074468721522 0.868650057092892 37 0.986786464857525
"Cons N Cíclico / Fumo" "2008" 1.29 0.478348803422443 0.722289554064786 36 0.931753524743574
"Cons N Cíclico / Fumo" "2008" 1.299 0.156884664784316 0.89993342722118 50 1.16901352196031
"Cons N Cíclico / Fumo" "2008" 1.362 0.464407266855789 0.585766814121033 23 0.797814400832847
"Cons N Cíclico / Fumo" "2008" 2.021 0.55739656318508 0.540496242194747 35 1.09234290547558
"Cons N Cíclico / Fumo" "2008" 0.801999999999999 0.871258050502826 1.50946431436159 50 1.21059038011799
"Cons N Cíclico / Fumo" "2008" 1.079 0.482702737205549 1.32775955796107 50 1.43265256303999
"Cons N Cíclico / Fumo" "2008" 1.451 0.499670698351202 0.531586856740457 25 0.771332529130403
"Cons N Cíclico / Fumo" "2008" 0.668 1.33097173664933 1.0982333263398 39 0.733619861994987
"Cons N Cíclico / Fumo" "2008" 0.796999999999999 0.500948055570228 1.2221158207494 49 0.974026309137271
"Cons N Cíclico / Pr Pessoal Limp" "2008" 1.129 0.304053515219529 0.856741297143651 34 0.967260924475182
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.896999999999999 0.357139410900464 1.19944375392958 45 1.07590104727483
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.767999999999999 0.565036481484736 1.23285420611796 50 0.946832030298592
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.224999999999999 0.363071645006271 2.3582464190735 50 0.530605444291535
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.442 0.349337512979986 1.76467557634105 50 0.779986604742744
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.51 0.861805429521612 1.70808653648944 50 0.871124133609614
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.516 0.0993861782355195 2.06090977978051 50 1.06342944636674
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.427999999999999 0.65225297057765 1.809246793671 50 0.774357627691186
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.981999999999999 0.267244506242005 1.05483400818981 48 1.03584699604239
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.790999999999999 0.769453912284544 1.24383517303974 50 0.983873621874433
"Cons N Cíclico / Pr Pessoal Limp" "2008" 0.773999999999999 0.307314163528914 1.35023825948262 50 1.04508441283955
