"ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRAP4.SA","BRFS3.SA","BRKM5.SA","BRML3.SA","CCRO3.SA","CESP6.SA","CMIG4.SA","CPFE3.SA","CPLE6.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","GGBR4.SA","GOAU4.SA","GOLL4.SA","HGTX3.SA","ITSA4.SA","ITUB4.SA","JBSS3.SA","LAME4.SA","LIGT3.SA","LREN3.SA","NATU3.SA","OIBR4.SA","PDGR3.SA","PETR3.SA","PETR4.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","TIMP3.SA","USIM5.SA","VALE3.SA","VALE5.SA","VIVT4.SA","grupo"
0.161659424851544,0.356215799452801,0.446934555423347,0.545551243699926,0.030815418149737,0.517925699624361,0.404639627931054,0.172616781171272,0.933923749185287,0.0724821934209009,0.301912025200985,2.14402207488387,0.170972032885487,0.317246765749,0.291869636999656,0.0828847532575799,0.478504291016708,0.559803755740464,0.785325535330463,0.555712442673976,1.55601926311465,0.0943350502037608,0,1.1123239407314,0.425883737468105,0.0427965641961159,0.950241146313369,0.622366866244711,0.24819487522901,0.609966626931195,0.149346991248078,0.839362696776519,1.05060359017702,0.0364286649241987,2.6623748456962,0.568177371005833,0.107067077354563,0.14025309551931,0.43708695690418,0,0.0647761923513204,0.0742752666019896,1.00681148153243,1.51165388752521,0.13196767906517,0.195116175615743,0,0.087878978692155,0.375781816236779,1
0,0.376302426538059,0.756508726176315,0.420802362724593,0.251881289258672,0.969330889390243,0.895075119579615,2.12990815202831,0.631899714666083,0.291267324278602,0.0258582384637647,1.7515911522116,1.04440988908913,1.61510542614616,0.31530696819176,0.0826261420627229,0.869268687619773,0.466931116795625,0.43312906658068,0.242330410606566,0.637009211265781,0.0943350502037608,0.229586380808397,0.207607094461464,0.265516936885697,0.668474876192133,0.155624166732911,0.560477801399013,0.148084013161076,0.609966626931195,0.636008808836822,0.986049613920352,0.590607704644779,1.02821713806236,0.731667926785748,0.792523790666732,0.681375114829116,0.780696984122431,0,0.73819155389731,0.195026138628562,0.4991541195842,2.07700420386001,0.805799110110836,2.81399304366934,0.847082598371204,0.366977641222329,0.350057337814728,1.80043482751878,1
0,0,0.882769011814927,0.0897765784801163,0.0183586647762606,1.40349745183598,0.682621025778074,1.86317051968431,1.12431180533701,0.0731539153712601,0.0171476582544313,0.164943044624562,0.0280056269542348,0.993017839235437,1.93089621709267,0.753083650295446,0.0204660676993121,1.03298203657392,0.352196468749784,0.145265239770182,0.75588584505092,1.29410313834325,0.284693870203997,0.685492744222383,0.485699161384565,0.650206908950256,0.0929310017957094,0.937652523615592,0.696433545380637,0.672092116128046,0.850795295542452,0.772642099007077,1.40851861106782,1.5349797084071,1.0395912620068,1.52594561166866,0.574308037474554,0.75261676794317,0.442494355314169,28.3148070850888,0.163327315499777,0.313343341497295,0.147263218318007,1.88187040089048,0.616788425723248,1.12852264039667,0.30842750765124,0.38239547006233,0.235448379888603,1
0.0803209904590848,0,0.143835968210527,1.05613018490463,0.654517552607063,1.11748922408726,0.22863869622661,2.04493258974826,2.22523354724577,0.0731539153712601,0.257386387532859,0.497173379287607,0.36518628296318,0,1.13809933435258,0.169212441853989,0.556817853704051,1.67954765574734,0.716690441073578,0,0.629264285102687,1.10481286479071,0.197794560756058,0.119912449111835,0.220182224498868,0.303076445848654,0.276823878685639,0.689326976771009,0.250305692614244,1.78295495338955,1.01235168135646,1.04309633304488,0.646458924946726,1.26182321677974,0.176714091018488,0.264651544680552,0.974606733977752,0.697231059331274,0.44803722615652,1.90176053484277,0.164066690203701,0.185810778086905,0.196253962320316,1.18299438361756,0.122382513503683,0.132271759766641,0.611199904957873,0.619812272647621,0.493147562921948,1
0.0799856200025854,0,0.201256037869841,0.427889624013831,0.0959228386326882,0.204445021095978,0.86633253578786,1.01509669524012,2.28471331319572,0.43610217674113,1.06077203608651,0,2.29673509023103,2.60812326538159,0.463295059337195,0.583871208441458,0.90324173312974,0.646565619173415,0.874695558790035,0.145265239770182,1.40724123174382,0.190123236734551,0.419787131033851,0.831207821396674,0.590754213588095,0.51522394213914,0.369754880481349,1.04696623708657,0.495351533762141,0,0.0269048288101522,0.13508223071123,0.411089700506992,0.269674117499248,0.318669241456857,1.18872534058227,0.667161972275773,1.15116015154895,0,0.174801919475201,0,0,0.220840393688701,0.352818405566259,0.86355718340218,1.86967286326189,0.0414016419112423,0.273148689704971,1.95341492329126,1
0.316644038290565,0.0402690823292177,1.44261432157168,3.19296473458451,1.00892899375758,2.70671348335121,0.740623790663121,1.07559493095575,0.149283518854433,0.431471178440357,1.23118411129101,0.662116423912168,1.50456441235875,0.946147232873728,1.14213340562419,0.164482870706294,1.47200798381021,0.466931116795625,0.419048606699132,0.409435648686337,0.129256765992384,0.963371814422491,0.796350759115895,1.13457403732083,1.26413607999088,0.284555761835046,0.24708440584955,0.96573852462234,0.970335356399056,0.24961880074169,0.438215776948858,0.806189846078606,1.83941794038775,1.29446184302249,0,0.89909606639114,0.842235274739058,1.02048701955358,0,0.174801919475201,1.16503041872572,0.0925583362260654,0.708104864678243,0.175677380907098,0.679830220937353,0.793191030183189,1.40103426399782,1.64282374663468,0,1
0,0.0603557094144756,0.361238550805069,0.433903428081309,0.104514365209099,1.7574586627898,1.11533844408702,0,0.149283518854433,0.867573355181487,0.924009507974533,0.328724970293801,0.528934221241316,0.313525374600512,1.76744308852475,0.413138754415171,0.748728130792966,0.345168780215686,0.98239129513118,0.809502408189442,0.128988319763929,0.195279138443271,1.04756396901362,0,0.14837993095203,1.32864227647466,0,0.888738539603085,0.380790593315108,0,2.11597760097885,1.30398002484776,1.69862853894702,0.302312743741998,0.716612590809922,0.245126112867887,1.42552291005247,1.51079434580891,1.06777593593066,0.434817318386871,1.40552050672084,0.186140748523673,1.67660714440302,1.6878750579178,0.122860600013163,0.751052544705405,0.552994496911853,0.731264473109886,0.525801501055721,1
0.234094906900784,0.0200866270852579,0.605510858645473,0.630583877847875,0.408227316934348,1.70241677933382,0,0.301606052214458,0.592958274455905,2.54887806035834,0.435052798903203,0.246398928989063,0.0263437419428635,0.313525374600512,1.7701889500477,0.16707725483027,0.019905205738667,0.0314957634873544,0.153478497091282,0.070931398224271,0.64095361054578,0.393226248630167,0.362235820857853,0.826821288496244,0.316904511083732,0,0.275202150366503,0.29449356565184,0.329856831057473,0.24961880074169,0.48230530527421,1.34846778936294,1.21445560758195,1.75665869149953,0.502878792844123,1.3375223517839,0.696126007395126,0.827356774416407,0.765935853210759,0.391006359550522,1.50030817333733,0.37382411663399,0.707184829277749,1.2072514039117,0.619216944302121,0.293741846783263,0.600347963159858,0.369474125496014,0.465776541014952,1
0.307742010240516,0.911237509583686,1.21641897083011,0.708358038621818,0.66814261440539,1.06703536975437,0.746478767155669,0.120377401542912,0.731975325456035,0.545274132934398,0.153368766847667,0.573587795687342,0.210448679604898,0.621587505229427,1.16818428687566,0.415733138539147,0.573034105941408,0.936468299443505,0.413818974945225,0.47531770142507,0.127400770092692,1.74200043823048,0.412949430968741,0.590075974725435,0.270409316931933,0.79378552416595,0.121953938870224,0.0591075331776551,0.23374000203841,0.445203309275442,0.23877001255429,1.45077403930511,0.484172931365077,0.0737285439326818,0.143074395581264,0.0933346143897673,0.127277511289024,0.0833171169780895,1.48435563289475,0.419736840567212,0.413864023940349,0.289889862479039,0.732255906015764,0.692663555324047,0.803421993276428,0.704582325518486,1.15334246007171,1.23261209802615,0.275581331926741,1
0.0761691984021932,0.264643390756625,1.05252981256315,1.10884563940399,0.66814261440539,0.994115349382499,1.09804480404084,0.240403848064484,0.28997865617525,0.28535460433945,0.707834749227018,0.163403318183035,0.288248093270165,2.12034289667837,0.69029145901078,0,1.49946912658546,0.736922290125152,0.458332374683567,0.0715699885432966,0.255063412456132,0.18929027355254,0.836962889044363,1.13019552770418,0.92953202376473,0.261180443664886,0,0.177743210988611,0.563596833095883,0.245089069179324,0.719437400724981,2.34621413912142,1.69862853894702,1.63757323844097,0.395967999966946,0.37506068668531,0.297476723792258,0.111118512079857,0.145102988200022,0,0.207522767253277,0.402348622386353,0.721603196799439,0.475394105840416,0.122382513503683,0.704582325518486,0.0805446206867973,0.049413887171434,0.862562497855152,1
