"coeficiente_B","sse","volatilidade","incremento","tamanho_serie","b_volatilidade"
0.84,0.149599917975418,1.15608795479987,0.03,172,0.971113882031891
0.84,0.115536063910833,1.15608795479987,0.04,129,0.971113882031891
0.84,0.0877385221873093,1.15608795479987,0.05,103,0.971113882031891
0.84,0.0728899964198995,1.15608795479987,0.06,86,0.971113882031891
0.84,0.0661176385366406,1.15608795479987,0.07,74,0.971113882031891
0.84,0.0569827985083725,1.15608795479987,0.08,65,0.971113882031891
0.84,0.0495123620630439,1.15608795479987,0.09,58,0.971113882031891
0.84,0.041744709979865,1.15608795479987,0.1,52,0.971113882031891
0.64,4.9941001340046,1.44456703672222,0.01,381,0.924522903502221
0.64,2.49342310123607,1.44456703672222,0.02,191,0.924522903502221
0.64,1.67044110204096,1.44456703672222,0.03,127,0.924522903502221
0.64,1.26065170136859,1.44456703672222,0.04,96,0.924522903502221
0.64,0.996618259036444,1.44456703672222,0.05,77,0.924522903502221
0.64,0.83643957347802,1.44456703672222,0.06,64,0.924522903502221
0.64,0.708771963755044,1.44456703672222,0.07,55,0.924522903502221
0.64,0.624582262408095,1.44456703672222,0.08,48,0.924522903502221
0.64,0.556667130906416,1.44456703672222,0.09,43,0.924522903502221
0.64,0.496690821238742,1.44456703672222,0.1,39,0.924522903502221
0.77,0.569120650104398,1.21241242446431,0.01,451,0.933557566837519
0.77,0.287583120738607,1.21241242446431,0.02,226,0.933557566837519
0.77,0.190973713811514,1.21241242446431,0.03,151,0.933557566837519
0.77,0.142443179285632,1.21241242446431,0.04,113,0.933557566837519
0.77,0.11129329073179,1.21241242446431,0.05,91,0.933557566837519
0.77,0.0987449723474635,1.21241242446431,0.06,76,0.933557566837519
0.77,0.0835656645818365,1.21241242446431,0.07,65,0.933557566837519
0.77,0.0710524913599518,1.21241242446431,0.08,57,0.933557566837519
0.76,0.0652552237163015,1.21241242446431,0.09,51,0.921433442592876
0.77,0.0564611994830018,1.21241242446431,0.1,46,0.933557566837519
0.84,0.779369518042122,1.16897038624704,0.01,588,0.981935124447514
0.84,0.387661664773944,1.16897038624704,0.02,294,0.981935124447514
0.84,0.25851135803525,1.16897038624704,0.03,196,0.981935124447514
0.84,0.190485515802433,1.16897038624704,0.04,147,0.981935124447514
0.84,0.154957768931214,1.16897038624704,0.05,118,0.981935124447514
0.84,0.128755606207669,1.16897038624704,0.06,98,0.981935124447514
0.84,0.113237413216118,1.16897038624704,0.07,84,0.981935124447514
0.84,0.0893451808803791,1.16897038624704,0.08,74,0.981935124447514
0.84,0.0888537741100095,1.16897038624704,0.09,66,0.981935124447514
0.84,0.0790562548959836,1.16897038624704,0.1,59,0.981935124447514
0.82,1.80570378215327,1.16456748915354,0.01,439,0.954945341105903
0.82,0.905781971891389,1.16456748915354,0.02,220,0.954945341105903
0.82,0.603229220679023,1.16456748915354,0.03,147,0.954945341105903
0.82,0.451521423496792,1.16456748915354,0.04,110,0.954945341105903
0.82,0.357889035639988,1.16456748915354,0.05,88,0.954945341105903
0.82,0.301578571434168,1.16456748915354,0.06,74,0.954945341105903
0.82,0.25236354616402,1.16456748915354,0.07,63,0.954945341105903
0.82,0.222549604154999,1.16456748915354,0.08,55,0.954945341105903
0.82,0.211884373128418,1.16456748915354,0.09,49,0.954945341105903
0.83,0.17566059932674,1.16456748915354,0.1,44,0.966591015997438
1.71,1.08231552144794,0.577861243825585,0.01,744,0.98814272694175
1.71,0.547075891723193,0.577861243825585,0.02,372,0.98814272694175
1.72,0.360406143284639,0.577861243825585,0.03,248,0.993921339380006
1.71,0.269539981897662,0.577861243825585,0.04,186,0.98814272694175
1.71,0.216855628308855,0.577861243825585,0.05,149,0.98814272694175
1.72,0.164904587241134,0.577861243825585,0.06,124,0.993921339380006
1.7,0.160583481128562,0.577861243825585,0.07,107,0.982364114503494
1.7,0.140896906950783,0.577861243825585,0.08,93,0.982364114503494
1.72,0.103700388264401,0.577861243825585,0.09,83,0.993921339380006
1.71,0.100702536025594,0.577861243825585,0.1,75,0.98814272694175
0.76,1.30757274255306,1.19120083199966,0.01,475,0.905312632319742
0.76,0.653903891918062,1.19120083199966,0.02,238,0.905312632319742
0.76,0.435258677065313,1.19120083199966,0.03,159,0.905312632319742
0.76,0.329390846945305,1.19120083199966,0.04,119,0.905312632319742
0.76,0.258918094153846,1.19120083199966,0.05,95,0.905312632319742
0.76,0.220908021625029,1.19120083199966,0.06,80,0.905312632319742
0.76,0.183468037052542,1.19120083199966,0.07,68,0.905312632319742
0.77,0.156305059146967,1.19120083199966,0.08,60,0.917224640639738
0.76,0.143078602867706,1.19120083199966,0.09,53,0.905312632319742
0.76,0.133924922130174,1.19120083199966,0.1,48,0.905312632319742
0.67,2.00606349769566,1.42286335446158,0.01,614,0.953318447489259
0.67,1.00112308709742,1.42286335446158,0.02,307,0.953318447489259
0.67,0.672011877301417,1.42286335446158,0.03,205,0.953318447489259
0.67,0.501603964257953,1.42286335446158,0.04,154,0.953318447489259
0.67,0.398873475256753,1.42286335446158,0.05,123,0.953318447489259
0.67,0.335745992719427,1.42286335446158,0.06,103,0.953318447489259
0.67,0.298893649006438,1.42286335446158,0.07,88,0.953318447489259
0.67,0.251626156756054,1.42286335446158,0.08,77,0.953318447489259
0.67,0.231574941753636,1.42286335446158,0.09,69,0.953318447489259
0.67,0.19849162609612,1.42286335446158,0.1,62,0.953318447489259
0.91,0.602038514274022,1.08799840267725,0.01,435,0.990078546436298
0.91,0.301853898491147,1.08799840267725,0.02,218,0.990078546436298
0.91,0.204588322523918,1.08799840267725,0.03,145,0.990078546436298
0.91,0.149186079605606,1.08799840267725,0.04,109,0.990078546436298
0.91,0.120517174583431,1.08799840267725,0.05,87,0.990078546436298
0.91,0.103999413310859,1.08799840267725,0.06,73,0.990078546436298
0.9,0.086778438356585,1.08799840267725,0.07,63,0.979198562409525
0.91,0.0732314451962315,1.08799840267725,0.08,55,0.990078546436298
0.9,0.0719831172042807,1.08799840267725,0.09,49,0.979198562409525
0.91,0.058912316862055,1.08799840267725,0.1,44,0.990078546436298
0.87,0.374227688403697,1.02012707575012,0.01,508,0.887510555902604
0.87,0.186977990411452,1.02012707575012,0.02,254,0.887510555902604
0.87,0.126578816593167,1.02012707575012,0.03,170,0.887510555902604
0.87,0.0947253462158198,1.02012707575012,0.04,127,0.887510555902604
0.87,0.0729906255957191,1.02012707575012,0.05,102,0.887510555902604
0.87,0.0643618771674449,1.02012707575012,0.06,85,0.887510555902604
0.87,0.051730048093105,1.02012707575012,0.07,73,0.887510555902604
0.87,0.0460742668952412,1.02012707575012,0.08,64,0.887510555902604
0.87,0.0425969010284377,1.02012707575012,0.09,57,0.887510555902604
0.87,0.0382074008855069,1.02012707575012,0.1,51,0.887510555902604
0.88,0.122036039369041,1.1046109975544,0.01,520,0.972057677847872
0.89,0.0600546640565943,1.1046109975544,0.02,260,0.983103787823416
0.88,0.0395669973990313,1.1046109975544,0.03,174,0.972057677847872
0.89,0.029365921914702,1.1046109975544,0.04,130,0.983103787823416
0.89,0.024603719404194,1.1046109975544,0.05,104,0.983103787823416
0.89,0.0193140855440681,1.1046109975544,0.06,87,0.983103787823416
0.88,0.016564590679679,1.1046109975544,0.07,75,0.972057677847872
0.89,0.0139846715682441,1.1046109975544,0.08,65,0.983103787823416
0.88,0.0146378382913154,1.1046109975544,0.09,58,0.972057677847872
0.89,0.0112622191730418,1.1046109975544,0.1,52,0.983103787823416
0.98,0.275072756736201,0.999029779922015,0.01,582,0.979049184323575
0.98,0.136847781299751,0.999029779922015,0.02,291,0.979049184323575
0.98,0.0890504952188574,0.999029779922015,0.03,194,0.979049184323575
0.98,0.0699325001167621,0.999029779922015,0.04,146,0.979049184323575
0.98,0.0560893392264809,0.999029779922015,0.05,117,0.979049184323575
0.98,0.0438068258879372,0.999029779922015,0.06,97,0.979049184323575
0.98,0.0384382929615464,0.999029779922015,0.07,84,0.979049184323575
0.98,0.0326453443733646,0.999029779922015,0.08,73,0.979049184323575
0.98,0.0285596862390431,0.999029779922015,0.09,65,0.979049184323575
0.98,0.0268802433230282,0.999029779922015,0.1,59,0.979049184323575
0.84,0.557625416152905,1.15345752776882,0.01,436,0.968904323325809
0.84,0.276130084709924,1.15345752776882,0.02,218,0.968904323325809
0.84,0.182614849456958,1.15345752776882,0.03,146,0.968904323325809
0.84,0.137541521920668,1.15345752776882,0.04,109,0.968904323325809
0.84,0.109961097272222,1.15345752776882,0.05,88,0.968904323325809
0.84,0.0917777002739627,1.15345752776882,0.06,73,0.968904323325809
0.84,0.0809862378089432,1.15345752776882,0.07,63,0.968904323325809
0.84,0.0681805521805474,1.15345752776882,0.08,55,0.968904323325809
0.84,0.060099320971479,1.15345752776882,0.09,49,0.968904323325809
0.84,0.0546769135548782,1.15345752776882,0.1,44,0.968904323325809
0.76,0.395144657196653,1.24708566736551,0.01,425,0.947785107197788
0.76,0.201277762726283,1.24708566736551,0.02,213,0.947785107197788
0.76,0.132797107763637,1.24708566736551,0.03,142,0.947785107197788
0.76,0.102016985035669,1.24708566736551,0.04,107,0.947785107197788
0.76,0.0792149432639172,1.24708566736551,0.05,85,0.947785107197788
0.76,0.0663843643193821,1.24708566736551,0.06,71,0.947785107197788
0.76,0.0567368081808333,1.24708566736551,0.07,61,0.947785107197788
0.76,0.0511640079945744,1.24708566736551,0.08,54,0.947785107197788
0.76,0.0435639460149816,1.24708566736551,0.09,48,0.947785107197788
0.76,0.0421151368654477,1.24708566736551,0.1,43,0.947785107197788
0.81,1.60208477982909,1.17628723718459,0.01,376,0.952792662119518
0.81,0.804801759667394,1.17628723718459,0.02,188,0.952792662119518
0.81,0.539032932568052,1.17628723718459,0.03,126,0.952792662119518
0.81,0.403378834331884,1.17628723718459,0.04,94,0.952792662119518
0.81,0.319050854944226,1.17628723718459,0.05,76,0.952792662119518
0.81,0.273041887289589,1.17628723718459,0.06,63,0.952792662119518
0.81,0.220180601040243,1.17628723718459,0.07,54,0.952792662119518
0.81,0.20189897841956,1.17628723718459,0.08,47,0.952792662119518
0.81,0.181114897414946,1.17628723718459,0.09,42,0.952792662119518
0.81,0.155942719634946,1.17628723718459,0.1,38,0.952792662119518
0.98,0.190946437663593,0.98849528764633,0.01,551,0.968725381893403
0.98,0.0953335405544161,0.98849528764633,0.02,276,0.968725381893403
0.98,0.0610335795481795,0.98849528764633,0.03,184,0.968725381893403
0.98,0.0479648485005417,0.98849528764633,0.04,138,0.968725381893403
0.98,0.0380907347457785,0.98849528764633,0.05,111,0.968725381893403
0.98,0.0311267493538034,0.98849528764633,0.06,92,0.968725381893403
0.98,0.0267895652322455,0.98849528764633,0.07,79,0.968725381893403
0.98,0.0220054888911485,0.98849528764633,0.08,69,0.968725381893403
0.98,0.0206920174731998,0.98849528764633,0.09,62,0.968725381893403
0.98,0.0203048933252011,0.98849528764633,0.1,56,0.968725381893403
0.8,0.511948751889164,1.20466815127178,0.01,480,0.963734521017424
0.8,0.256038983922434,1.20466815127178,0.02,240,0.963734521017424
0.8,0.173927211075091,1.20466815127178,0.03,160,0.963734521017424
0.8,0.126372271573059,1.20466815127178,0.04,120,0.963734521017424
0.8,0.102861221532882,1.20466815127178,0.05,96,0.963734521017424
0.8,0.0846353830518694,1.20466815127178,0.06,80,0.963734521017424
0.8,0.0734275790400372,1.20466815127178,0.07,69,0.963734521017424
0.8,0.0590579325370299,1.20466815127178,0.08,60,0.963734521017424
0.8,0.0579557360122834,1.20466815127178,0.09,54,0.963734521017424
0.8,0.0510882306267881,1.20466815127178,0.1,48,0.963734521017424
0.7,3.71655518711655,1.32180439235431,0.01,349,0.925263074648017
0.7,1.85591211642955,1.32180439235431,0.02,175,0.925263074648017
0.7,1.24405293421427,1.32180439235431,0.03,117,0.925263074648017
0.7,0.92814506777563,1.32180439235431,0.04,88,0.925263074648017
0.7,0.741144090631335,1.32180439235431,0.05,70,0.925263074648017
0.7,0.621947018228672,1.32180439235431,0.06,59,0.925263074648017
0.7,0.533362809935484,1.32180439235431,0.07,50,0.925263074648017
0.7,0.456393633932493,1.32180439235431,0.08,44,0.925263074648017
0.7,0.411609335347444,1.32180439235431,0.09,39,0.925263074648017
0.71,0.393078139999758,1.32180439235431,0.1,35,0.93848111857156
0.89,2.09276954656482,0.934405753546523,0.01,701,0.831621120656405
0.89,1.04444937696343,0.934405753546523,0.02,351,0.831621120656405
0.89,0.699600596419298,0.934405753546523,0.03,234,0.831621120656405
0.89,0.518863241725603,0.934405753546523,0.04,176,0.831621120656405
0.89,0.410878993803801,0.934405753546523,0.05,141,0.831621120656405
0.89,0.343248403155323,0.934405753546523,0.06,117,0.831621120656405
0.89,0.296169497696294,0.934405753546523,0.07,101,0.831621120656405
0.89,0.257497946398204,0.934405753546523,0.08,88,0.831621120656405
0.89,0.22187464730646,0.934405753546523,0.09,78,0.831621120656405
0.89,0.214023642143689,0.934405753546523,0.1,71,0.831621120656405
1.17,0.953600215080438,0.801666753255206,0.01,945,0.937950101308591
1.17,0.481030985661613,0.801666753255206,0.02,473,0.937950101308591
1.17,0.322442276195401,0.801666753255206,0.03,315,0.937950101308591
1.17,0.236292416941869,0.801666753255206,0.04,237,0.937950101308591
1.18,0.177619884344667,0.801666753255206,0.05,189,0.945966768841143
1.17,0.161787395193041,0.801666753255206,0.06,158,0.937950101308591
1.17,0.141109092144007,0.801666753255206,0.07,135,0.937950101308591
1.16,0.117407871955344,0.801666753255206,0.08,119,0.929933433776039
1.17,0.114985634459153,0.801666753255206,0.09,105,0.937950101308591
1.18,0.0897831810811544,0.801666753255206,0.1,95,0.945966768841143
0.73,1.06523257321683,1.26655228473526,0.01,440,0.92458316785674
0.73,0.535056076514528,1.26655228473526,0.02,220,0.92458316785674
0.73,0.355038200434582,1.26655228473526,0.03,147,0.92458316785674
0.73,0.265785179825102,1.26655228473526,0.04,110,0.92458316785674
0.73,0.216767425332431,1.26655228473526,0.05,88,0.92458316785674
0.73,0.175319948745095,1.26655228473526,0.06,74,0.92458316785674
0.73,0.154353748332977,1.26655228473526,0.07,63,0.92458316785674
0.73,0.131926900722442,1.26655228473526,0.08,55,0.92458316785674
0.73,0.113739722682114,1.26655228473526,0.09,49,0.92458316785674
0.73,0.10869750889768,1.26655228473526,0.1,44,0.92458316785674
0.75,1.75374828937399,1.2471942994576,0.01,384,0.9353957245932
0.75,0.867203584855133,1.2471942994576,0.02,192,0.9353957245932
0.75,0.582589518211309,1.2471942994576,0.03,128,0.9353957245932
0.75,0.434173547449487,1.2471942994576,0.04,96,0.9353957245932
0.75,0.344804352348183,1.2471942994576,0.05,77,0.9353957245932
0.75,0.288278007039451,1.2471942994576,0.06,64,0.9353957245932
0.75,0.253020103955042,1.2471942994576,0.07,55,0.9353957245932
0.75,0.216786108545159,1.2471942994576,0.08,48,0.9353957245932
0.75,0.197346595209067,1.2471942994576,0.09,43,0.9353957245932
0.75,0.170631927094748,1.2471942994576,0.1,39,0.9353957245932
1.1,0.264561593211145,0.818195968670353,0.01,732,0.900015565537388
1.1,0.129618218903411,0.818195968670353,0.02,366,0.900015565537388
1.1,0.0895958088524652,0.818195968670353,0.03,244,0.900015565537388
1.11,0.0644990013902082,0.818195968670353,0.04,183,0.908197525224092
1.11,0.0551303551091777,0.818195968670353,0.05,147,0.908197525224092
1.11,0.0414454463676599,0.818195968670353,0.06,122,0.908197525224092
1.1,0.0391621306790882,0.818195968670353,0.07,105,0.900015565537388
1.11,0.032650310776758,0.818195968670353,0.08,92,0.908197525224092
1.1,0.0259619677038787,0.818195968670353,0.09,82,0.900015565537388
1.1,0.0264762968991141,0.818195968670353,0.1,74,0.900015565537388
0.77,0.587397199763224,1.24896740286059,0.01,467,0.961704900202654
0.77,0.294788349056571,1.24896740286059,0.02,234,0.961704900202654
0.77,0.196664870358496,1.24896740286059,0.03,156,0.961704900202654
0.77,0.150421279876918,1.24896740286059,0.04,117,0.961704900202654
0.77,0.120461361360554,1.24896740286059,0.05,94,0.961704900202654
0.77,0.0976054948800332,1.24896740286059,0.06,78,0.961704900202654
0.77,0.0866056343895955,1.24896740286059,0.07,67,0.961704900202654
0.77,0.0722824704457306,1.24896740286059,0.08,59,0.961704900202654
0.77,0.0697029232341388,1.24896740286059,0.09,52,0.961704900202654
0.77,0.0591902927929869,1.24896740286059,0.1,47,0.961704900202654
0.65,1.78840155827929,1.40661133597896,0.01,496,0.914297368386324
0.65,0.894781786856605,1.40661133597896,0.02,248,0.914297368386324
0.65,0.597829075976477,1.40661133597896,0.03,166,0.914297368386324
0.65,0.448418326405359,1.40661133597896,0.04,124,0.914297368386324
0.65,0.356692126694585,1.40661133597896,0.05,100,0.914297368386324
0.65,0.301053920727311,1.40661133597896,0.06,83,0.914297368386324
0.65,0.256192602236673,1.40661133597896,0.07,71,0.914297368386324
0.66,0.219803043271607,1.40661133597896,0.08,62,0.928363481746114
0.65,0.204017061250528,1.40661133597896,0.09,56,0.914297368386324
0.66,0.176419019744171,1.40661133597896,0.1,50,0.928363481746114
0.67,2.60776840870245,1.385151722238,0.01,374,0.92805165389946
0.67,1.30256252029394,1.385151722238,0.02,187,0.92805165389946
0.67,0.872215121681604,1.385151722238,0.03,125,0.92805165389946
0.67,0.64847081074071,1.385151722238,0.04,94,0.92805165389946
0.67,0.524127760735115,1.385151722238,0.05,75,0.92805165389946
0.67,0.43516045534824,1.385151722238,0.06,63,0.92805165389946
0.67,0.372351075131319,1.385151722238,0.07,54,0.92805165389946
0.67,0.32376995976,1.385151722238,0.08,47,0.92805165389946
0.67,0.288748250850777,1.385151722238,0.09,42,0.92805165389946
0.67,0.272139496103728,1.385151722238,0.1,38,0.92805165389946
0.82,0.203815732448497,1.17798796684056,0.01,441,0.965950132809259
0.82,0.100929720366602,1.17798796684056,0.02,221,0.965950132809259
0.82,0.0669526584211687,1.17798796684056,0.03,147,0.965950132809259
0.82,0.0494683291289475,1.17798796684056,0.04,111,0.965950132809259
0.82,0.044868195877053,1.17798796684056,0.05,89,0.965950132809259
0.82,0.0317283463995188,1.17798796684056,0.06,74,0.965950132809259
0.82,0.0292868150094107,1.17798796684056,0.07,63,0.965950132809259
0.82,0.0282679767331474,1.17798796684056,0.08,56,0.965950132809259
0.82,0.0207379993991464,1.17798796684056,0.09,49,0.965950132809259
0.82,0.0225265226378693,1.17798796684056,0.1,45,0.965950132809259
0.67,4.06789009659819,1.35263883109138,0.01,324,0.906268016831225
0.67,2.03510916760894,1.35263883109138,0.02,162,0.906268016831225
0.67,1.34879830563744,1.35263883109138,0.03,108,0.906268016831225
0.67,1.01353266047,1.35263883109138,0.04,81,0.906268016831225
0.67,0.817905982187108,1.35263883109138,0.05,65,0.906268016831225
0.67,0.67259498896608,1.35263883109138,0.06,54,0.906268016831225
0.67,0.593281170671294,1.35263883109138,0.07,47,0.906268016831225
0.67,0.514190303710269,1.35263883109138,0.08,41,0.906268016831225
0.67,0.438279546757879,1.35263883109138,0.09,36,0.906268016831225
0.67,0.413848019388611,1.35263883109138,0.1,33,0.906268016831225
0.67,1.36271723072516,1.30593246332347,0.01,414,0.874974750426725
0.67,0.677621811955688,1.30593246332347,0.02,207,0.874974750426725
0.67,0.453923694669183,1.30593246332347,0.03,138,0.874974750426725
0.67,0.333234761657204,1.30593246332347,0.04,104,0.874974750426725
0.67,0.274075328570909,1.30593246332347,0.05,83,0.874974750426725
0.67,0.221483566879966,1.30593246332347,0.06,69,0.874974750426725
0.67,0.195375487654704,1.30593246332347,0.07,60,0.874974750426725
0.67,0.168275652930473,1.30593246332347,0.08,52,0.874974750426725
0.67,0.14349801981993,1.30593246332347,0.09,46,0.874974750426725
0.67,0.135400315593682,1.30593246332347,0.1,42,0.874974750426725
0.68,0.748659845088949,1.30398530694971,0.01,389,0.886710008725803
0.68,0.377758536990652,1.30398530694971,0.02,195,0.886710008725803
0.68,0.252414569659475,1.30398530694971,0.03,130,0.886710008725803
0.68,0.190703739821509,1.30398530694971,0.04,98,0.886710008725803
0.68,0.152299364473455,1.30398530694971,0.05,78,0.886710008725803
0.68,0.125211569862341,1.30398530694971,0.06,65,0.886710008725803
0.69,0.103931180890809,1.30398530694971,0.07,56,0.8997498617953
0.68,0.0955008825420039,1.30398530694971,0.08,49,0.886710008725803
0.69,0.0833142464017202,1.30398530694971,0.09,44,0.8997498617953
0.68,0.0761537841697644,1.30398530694971,0.1,39,0.886710008725803
1,1.19497056238464,0.96124388232895,0.01,375,0.96124388232895
1,0.598624274470059,0.96124388232895,0.02,188,0.96124388232895
1,0.3955454469122,0.96124388232895,0.03,125,0.96124388232895
1,0.296501339768982,0.96124388232895,0.04,94,0.96124388232895
1,0.235464039704299,0.96124388232895,0.05,75,0.96124388232895
1,0.202636106171116,0.96124388232895,0.06,63,0.96124388232895
1,0.17172116530116,0.96124388232895,0.07,54,0.96124388232895
1,0.143365245112164,0.96124388232895,0.08,47,0.96124388232895
1,0.1298181381559,0.96124388232895,0.09,42,0.96124388232895
0.99,0.121237675564407,0.96124388232895,0.1,38,0.95163144350566
1.75,0.722650254007044,0.511801133528799,0.01,994,0.895651983675398
1.74,0.368019485463727,0.511801133528799,0.02,497,0.89053397234011
1.75,0.238662527735813,0.511801133528799,0.03,332,0.895651983675398
1.75,0.17192167451172,0.511801133528799,0.04,249,0.895651983675398
1.75,0.143896627485358,0.511801133528799,0.05,199,0.895651983675398
1.74,0.122910687407667,0.511801133528799,0.06,166,0.89053397234011
